Time	X	Y	Arm
85.5	-0.609363	41.1744	-1
85.6	-0.539811	38.7368	-1
85.7	-0.829683	34.2121	-1
85.8	-0.737493	31.7833	-1
85.9	-0.549763	30.4901	-1
86	-0.502427	28.7043	-1
86.1	-0.641975	27.9249	-1
86.2	-1.17947	25.1954	-1
86.3	-1.19656	23.7429	-1
86.4	-0.818612	19.7839	-1
86.5	-0.389376	18.8063	-1
86.6	-0.0101301	19.1955	-1
86.7	-0.00834505	19.2226	-1
86.8	0.00293578	19.1343	-1
86.9	0.0140897	19.0608	-1
87	0.000868056	18.3789	-1
87.1	0.116167	18.192	-1
87.2	0.262885	18.1934	-1
87.3	0.143968	18.2832	-1
87.4	0.0416253	18.2187	-1
87.5	0.03	18.1372	-1
87.6	-0.0204925	17.8248	-1
87.7	-0.119076	17.4417	-1
87.8	-0.380183	16.174	-1
87.9	-0.389519	15.6946	-1
88	-0.447836	15.1504	-1
88.1	-0.465856	15.0701	-1
88.2	-0.421608	14.933	-1
88.3	-0.426378	14.8839	-1
88.4	-0.540327	14.9672	-1
88.5	-0.552604	14.9874	-1
88.6	-0.566876	15.0115	-1
88.7	-0.55558	15.0208	-1
88.8	-0.520705	14.9675	-1
88.9	-0.500404	14.964	-1
89	-0.491204	15.0085	-1
89.1	-0.503299	14.987	-1
89.2	-0.489824	15.0256	-1
89.3	-0.489385	15.0302	-1
89.4	-0.409372	15.2112	-1
89.5	-0.312897	15.8252	-1
89.6	-0.244454	17.0412	-1
89.7	-0.283065	17.4421	-1
89.8	-0.164272	18.6569	-1
89.9	-0.147314	19.2237	-1
90	0.750951	19.5753	-1
90.1	1.13824	19.5027	-1
90.2	1.31853	19.4654	-1
90.3	1.37278	19.3037	-1
90.4	1.39116	19.2847	-1
90.5	1.35953	19.4744	-1
90.6	1.26473	19.746	-1
90.7	1.29127	20.1533	-1
90.8	0.575396	20.3435	-1
90.9	0.393006	20.3968	-1
91	0.742657	19.9437	-1
91.1	0.778322	19.6935	-1
91.2	0.305253	19.498	-1
91.3	-0.240757	18.1593	-1
91.4	-0.469119	16.7763	-1
91.5	-0.505693	16.2182	-1
91.6	-0.673995	15.5094	-1
91.7	-0.983236	13.3962	-1
91.8	-1.10466	12.6645	-1
91.9	-0.811939	12.1822	-1
92	-0.88439	11.4508	-1
92.1	-0.839061	11.1106	-1
92.2	-0.711963	10.5545	-1
92.3	-0.442183	10.0116	-1
92.4	-0.216942	9.37172	-1
92.5	0.249147	7.01154	-1
92.6	-0.0204307	4.37305	0
92.7	-0.237018	3.00621	0
92.8	-0.171502	0.371274	0
92.9	0.163514	-1.28786	0
93	0.297584	-4.39942	0
93.1	0.118626	-5.6707	-1
93.2	-0.48389	-8.44583	-1
93.3	-0.476736	-10.0883	-1
93.4	-0.137865	-11.8826	-1
93.5	0.176916	-15.8265	-1
93.6	-0.214333	-17.8124	-1
93.7	-0.775956	-21.3107	-1
93.8	-0.051837	-24.2243	-1
93.9	0.0148079	-25.3704	-1
94	 	 	-1
94.1	 	 	-1
94.2	 	 	-1
94.3	 	 	-1
94.4	 	 	-1
94.5	 	 	-1
94.6	 	 	-1
94.7	 	 	-1
94.8	 	 	-1
94.9	 	 	-1
95	 	 	-1
95.1	 	 	-1
95.2	 	 	-1
95.3	 	 	-1
95.4	 	 	-1
95.5	 	 	-1
95.6	 	 	-1
95.7	 	 	-1
95.8	 	 	-1
95.9	 	 	-1
96	 	 	-1
96.1	 	 	-1
96.2	 	 	-1
96.3	 	 	-1
96.4	 	 	-1
96.5	 	 	-1
96.6	 	 	-1
96.7	 	 	-1
96.8	 	 	-1
96.9	 	 	-1
97	 	 	-1
97.1	 	 	-1
97.2	 	 	-1
97.3	 	 	-1
97.4	 	 	-1
97.5	 	 	-1
97.6	 	 	-1
97.7	 	 	-1
97.8	 	 	-1
97.9	 	 	-1
98	 	 	-1
98.1	 	 	-1
98.2	 	 	-1
98.3	 	 	-1
98.4	 	 	-1
98.5	 	 	-1
98.6	 	 	-1
98.7	 	 	-1
98.8	 	 	-1
98.9	 	 	-1
99	 	 	-1
99.1	 	 	-1
99.2	 	 	-1
99.3	 	 	-1
99.4	 	 	-1
99.5	 	 	-1
99.6	 	 	-1
99.7	 	 	-1
99.8	 	 	-1
99.9	 	 	-1
100	 	 	-1
100.1	 	 	-1
100.2	 	 	-1
100.3	 	 	-1
100.4	 	 	-1
100.5	 	 	-1
100.6	 	 	-1
100.7	 	 	-1
100.8	 	 	-1
100.9	 	 	-1
101	 	 	-1
101.1	 	 	-1
101.2	 	 	-1
101.3	0.208973	-25.9848	-1
101.4	-0.254557	-24.9548	-1
101.5	-0.255595	-24.5596	-1
101.6	0.690971	-22.8873	-1
101.7	0.876042	-22.425	-1
101.8	0.734531	-21.7597	-1
101.9	0.398676	-20.8258	-1
102	0.308689	-20.0279	-1
102.1	0.224565	-19.2937	-1
102.2	-0.177974	-17.0984	-1
102.3	-0.16264	-16.1113	-1
102.4	0.309193	-14.7598	-1
102.5	0.621747	-14.3897	-1
102.6	0.931863	-13.6775	-1
102.7	0.736973	-13.4619	-1
102.8	0.497565	-13.1709	-1
102.9	0.533503	-13.2414	-1
103	0.546905	-13.0728	-1
103.1	0.523434	-12.8557	-1
103.2	0.371027	-11.7672	-1
103.3	0.187239	-11.1535	-1
103.4	-0.18718	-9.88366	-1
103.5	-0.0436707	-9.40087	-1
103.6	0.35877	-8.82633	-1
103.7	0.466903	-8.71783	-1
103.8	0.604422	-8.67561	-1
103.9	0.672062	-8.95452	-1
104	0.643789	-9.02256	-1
104.1	0.866571	-8.94741	-1
104.2	1.07563	-9.16972	-1
104.3	1.11818	-9.08248	-1
104.4	1.09889	-8.95348	-1
104.5	1.0003	-9.01316	-1
104.6	1.02536	-8.87453	-1
104.7	1.09731	-8.77144	-1
104.8	1.13948	-8.67308	-1
104.9	1.08349	-8.73594	-1
105	1.32253	-8.30545	-1
105.1	1.51826	-8.14175	-1
105.2	1.66879	-7.00143	-1
105.3	1.6097	-6.79095	-1
105.4	1.5893	-6.72453	-1
105.5	1.63013	-6.68397	-1
105.6	1.59985	-6.71536	-1
105.7	1.60015	-6.7324	-1
105.8	1.57619	-6.74981	-1
105.9	1.56123	-6.77636	-1
106	1.4511	-7.00738	-1
106.1	1.41161	-7.07534	-1
106.2	1.41916	-7.05164	-1
106.3	1.4352	-7.03371	-1
106.4	1.49506	-6.96391	-1
106.5	1.58249	-6.82822	-1
106.6	1.61418	-6.80894	-1
106.7	1.58845	-6.87266	-1
106.8	1.65945	-6.66634	-1
106.9	1.61749	-6.64553	-1
107	1.60834	-6.38106	-1
107.1	1.71661	-6.05387	-1
107.2	1.7653	-5.31735	-1
107.3	1.74692	-5.12998	-1
107.4	1.75985	-4.96365	0
107.5	1.84796	-4.59343	0
107.6	1.99168	-4.5633	0
107.7	2.3655	-4.03958	0
107.8	2.32609	-3.75342	0
107.9	2.24954	-3.64625	0
108	2.1199	-3.54788	0
108.1	2.22805	-3.25264	0
108.2	2.592	-3.11223	0
108.3	2.67119	-3.18945	0
108.4	2.60899	-3.08759	0
108.5	2.62601	-3.05066	0
108.6	2.82363	-3.0869	0
108.7	3.02532	-3.09349	0
108.8	3.10833	-3.29141	0
108.9	2.86583	-3.74489	0
109	2.60922	-3.84189	0
109.1	2.06548	-3.83152	0
109.2	1.85659	-3.13333	0
109.3	1.73819	-3.02546	0
109.4	1.59216	-2.49767	0
109.5	1.56995	-0.891844	0
109.6	1.47423	0.924776	0
109.7	1.28135	2.01555	0
109.8	1.10748	3.04426	0
109.9	0.476937	4.81993	0
110	0.4876	6.63309	-1
110.1	0.470833	7.41176	-1
110.2	0.328496	8.23522	-1
110.3	0.278984	8.34387	-1
110.4	0.350438	8.51214	-1
110.5	0.355272	8.70819	-1
110.6	0.334406	8.72066	-1
110.7	0.338425	8.67381	-1
110.8	0.27429	8.69422	-1
110.9	0.233704	8.71399	-1
111	0.249898	8.61942	-1
111.1	0.257353	8.83148	-1
111.2	0.198254	9.07598	-1
111.3	0.0707347	9.67161	-1
111.4	-0.059498	10.1297	-1
111.5	-0.232952	10.7142	-1
111.6	-0.095804	10.8898	-1
111.7	0.0846949	11.1024	-1
111.8	0.114111	12.2636	-1
111.9	0.0587377	12.8577	-1
112	0.0181024	12.8144	-1
112.1	0.0218641	13.393	-1
112.2	0.128685	13.9893	-1
112.3	0.239385	14.5703	-1
112.4	0.191243	15.8963	-1
112.5	-0.66915	18.6233	-1
112.6	-0.945473	20.9274	-1
112.7	-0.572173	26.218	-1
112.8	-0.215006	28.8956	-1
112.9	-0.0313632	32.4423	-1
113	-0.676683	36.6483	-1
113.1	-0.432193	41.2166	-1
113.2	-0.0462366	43.1796	-1
113.3	0.286497	45.7654	-1
113.4	0.143916	46.9578	-1
113.5	0.0933333	47.9663	-1
113.6	0.485965	49.0711	-1
113.7	0.661957	49.8064	-1
113.8	 	 	-1
113.9	 	 	-1
114	 	 	-1
114.1	 	 	-1
114.2	 	 	-1
114.3	 	 	-1
114.4	 	 	-1
114.5	 	 	-1
114.6	 	 	-1
114.7	 	 	-1
114.8	 	 	-1
114.9	 	 	-1
115	 	 	-1
115.1	 	 	-1
115.2	 	 	-1
115.3	 	 	-1
115.4	 	 	-1
115.5	 	 	-1
115.6	 	 	-1
115.7	 	 	-1
115.8	 	 	-1
115.9	 	 	-1
116	 	 	-1
116.1	 	 	-1
116.2	 	 	-1
116.3	 	 	-1
116.4	 	 	-1
116.5	 	 	-1
116.6	 	 	-1
116.7	 	 	-1
116.8	0.735022	49.9365	-1
116.9	0.892876	49.913	-1
117	 	 	-1
117.1	0.460367	49.794	-1
117.2	0.314401	49.4922	-1
117.3	 	 	-1
117.4	 	 	-1
117.5	 	 	-1
117.6	 	 	-1
117.7	 	 	-1
117.8	 	 	-1
117.9	 	 	-1
118	 	 	-1
118.1	 	 	-1
118.2	 	 	-1
118.3	 	 	-1
118.4	0.717864	49.5955	-1
118.5	0.501297	48.3851	-1
118.6	-0.0527094	47.8329	-1
118.7	0.0749834	47.6429	-1
118.8	0.237125	46.8299	-1
118.9	0.0401095	46.3227	-1
119	-0.207483	45.9121	-1
119.1	-0.599633	44.7157	-1
119.2	-0.457338	41.5254	-1
119.3	-0.129215	39.3997	-1
119.4	-0.615043	35.4369	-1
119.5	-0.701844	34.5723	-1
119.6	-0.0718867	33.096	-1
119.7	0.333815	32.249	-1
119.8	0.509333	31.5048	-1
119.9	0.117842	31.0032	-1
120	-0.380491	30.5916	-1
120.1	-0.525103	30.2364	-1
120.2	-0.663751	29.0061	-1
120.3	-0.750892	28.2923	-1
120.4	-0.921242	26.9917	-1
120.5	-0.973567	25.9267	-1
120.6	-0.556772	24.4096	-1
120.7	-0.291515	23.0388	-1
120.8	-0.146119	20.7106	-1
120.9	-0.261532	19.5731	-1
121	-0.310544	17.9927	-1
121.1	-0.339957	17.1444	-1
121.2	-0.671403	16.338	-1
121.3	-0.596809	15.8872	-1
121.4	0.066761	16.0355	-1
121.5	0.413537	15.5848	-1
121.6	-0.000896861	15.0185	-1
121.7	-0.212448	14.6933	-1
121.8	0.0569586	14.0949	-1
121.9	0.288926	13.9885	-1
122	0.562289	13.3587	-1
122.1	0.663555	13.0907	-1
122.2	0.7	12.9903	-1
122.3	0.613771	13.0979	-1
122.4	0.446852	13.487	-1
122.5	0.402179	13.7576	-1
122.6	0.486762	14.3484	-1
122.7	0.748539	14.5019	-1
122.8	0.88239	14.6889	-1
122.9	0.657624	14.6544	-1
123	0.443825	14.3292	-1
123.1	0.624565	13.8793	-1
123.2	0.712662	12.8064	-1
123.3	0.449895	12.6784	-1
123.4	-0.447981	12.0755	-1
123.5	-0.517036	11.6117	-1
123.6	-0.356025	10.7763	-1
123.7	-0.310377	10.5676	-1
123.8	-0.607945	10.6012	-1
123.9	-0.843151	10.5282	-1
124	-1.23747	10.0836	-1
124.1	-1.42703	9.61804	-1
124.2	-1.67849	9.11339	-1
124.3	-1.73104	8.9933	-1
124.4	-1.78255	8.93566	-1
124.5	-1.80823	8.8143	-1
124.6	-1.88252	8.27398	-1
124.7	-2.02783	7.67256	-1
124.8	-2.0606	7.10006	-1
124.9	-2.36848	6.16957	-1
125	-2.0975	5.77052	-1
125.1	-2.01004	5.53361	-1
125.2	-2.02328	5.28272	-1
125.3	-1.86989	4.33299	0
125.4	-1.76482	3.45256	0
125.5	-1.80814	2.62329	0
125.6	-1.86748	2.25267	0
125.7	-2.27115	1.10431	0
125.8	-2.05426	0.949334	0
125.9	-1.74648	1.33038	0
126	-1.39348	1.45326	0
126.1	-1.40783	1.71548	0
126.2	-1.65683	2.06046	0
126.3	-1.75638	2.04774	0
126.4	-1.92735	2.1404	0
126.5	-2.16763	2.06095	0
126.6	-2.39927	2.03025	0
126.7	-2.38967	2.00081	0
126.8	-2.33491	2.18603	0
126.9	-2.24522	2.32891	0
127	-2.29236	2.42283	0
127.1	-2.3273	2.35023	0
127.2	-2.32541	2.37831	0
127.3	-2.49974	2.29179	0
127.4	-2.51017	2.44166	0
127.5	-2.41635	2.45925	0
127.6	-2.36068	2.4858	0
127.7	-2.2167	2.51252	0
127.8	-2.35418	2.45686	0
127.9	-2.27093	2.4532	0
128	-2.22579	2.42564	0
128.1	-2.11557	2.43189	0
128.2	-2.16093	2.43125	0
128.3	-2.17943	2.37686	0
128.4	-1.95766	2.41808	0
128.5	-1.9578	2.25985	0
128.6	-2.00752	2.10162	0
128.7	-1.86254	2.09474	0
128.8	-1.76239	2.21674	0
128.9	-1.7798	2.29141	0
129	-1.8258	2.26353	0
129.1	-1.90331	2.01374	0
129.2	-1.95801	1.84786	0
129.3	-1.94937	1.77092	0
129.4	-1.87535	1.72902	0
129.5	-1.88493	1.74142	0
129.6	-1.85319	1.77245	0
129.7	-1.90352	1.47581	0
129.8	-1.91234	1.29113	0
129.9	-1.93134	1.29803	0
130	-1.96753	1.2891	0
130.1	-2.35237	1.18538	0
130.2	-2.64868	0.932234	0
130.3	-2.60794	0.943915	0
130.4	-2.69533	0.847347	0
130.5	-2.87873	0.562425	0
130.6	-2.93837	0.602339	0
130.7	-2.91752	0.65669	0
130.8	-2.80591	0.949937	0
130.9	-2.90464	0.930642	0
131	-2.93784	0.965737	0
131.1	-3.09055	1.11886	0
131.2	-3.09068	1.17053	0
131.3	-2.95634	1.20854	0
131.4	-2.70296	1.22937	0
131.5	-1.63994	2.13819	0
131.6	-1.37868	2.53934	0
131.7	-1.48983	2.52945	0
131.8	-1.52133	2.53583	0
131.9	-1.56882	2.00776	0
132	-1.53384	1.25559	0
132.1	-1.49879	0.781861	0
132.2	-1.19447	-0.472264	0
132.3	-1.1321	-1.14073	0
132.4	-1.02504	-1.73756	0
132.5	-0.734324	-2.34241	0
132.6	-0.514106	-2.53736	0
132.7	-0.126281	-3.18921	0
132.8	-0.251365	-4.164	0
132.9	-0.363663	-4.32328	0
133	-0.474196	-4.71224	0
133.1	-0.477913	-4.90294	0
133.2	-0.710822	-4.8276	0
133.3	-0.580818	-4.74422	0
133.4	-0.281355	-4.47619	0
133.5	-0.40544	-4.21414	0
133.6	-0.456469	-4.03704	0
133.7	-0.380699	-3.99538	0
133.8	-0.327876	-4.06464	0
133.9	-0.299339	-4.06676	0
134	-0.300137	-4.34191	0
134.1	-0.334532	-4.21334	0
134.2	-0.361905	-4.00835	0
134.3	-0.272276	-3.93681	0
134.4	-0.0877869	-4.14852	0
134.5	-0.0769492	-4.26169	0
134.6	-0.315217	-4.1423	0
134.7	-0.293149	-3.81903	0
134.8	-0.122077	-3.37219	0
134.9	-0.10315	-3.30765	0
135	-0.00773913	-3.40391	0
135.1	0.0306754	-3.41133	0
135.2	0.222064	-3.19799	0
135.3	0.137391	-3.09271	0
135.4	0.032967	-2.92612	0
135.5	0.0545377	-2.90365	0
135.6	0.319283	-2.75524	0
135.7	0.394529	-2.6494	0
135.8	0.44986	-2.42593	0
135.9	0.472187	-2.35959	0
136	0.448478	-2.28694	0
136.1	0.413982	-2.28317	0
136.2	0.509828	-2.37353	0
136.3	0.607278	-2.33948	0
136.4	0.609584	-2.12499	0
136.5	0.581978	-2.14418	0
136.6	0.567423	-2.29384	0
136.7	0.689194	-2.30823	0
136.8	0.801272	-2.14253	0
136.9	0.810711	-2.13485	0
137	0.807967	-2.14045	0
137.1	0.738526	-2.17201	0
137.2	0.828974	-2.16904	0
137.3	0.919802	-2.18487	0
137.4	0.958023	-2.0675	0
137.5	0.953154	-2.00562	0
137.6	0.81186	-1.87971	0
137.7	0.756932	-2.00418	0
137.8	0.327065	-2.13122	0
137.9	0.0521371	-2.46551	0
138	-0.222593	-3.53025	0
138.1	-0.343586	-3.85074	0
138.2	-0.387618	-3.71143	0
138.3	-0.577588	-3.61818	0
138.4	-0.847997	-4.11312	0
138.5	-0.835926	-4.38913	0
138.6	-0.811975	-4.79974	0
138.7	-0.865469	-4.88337	0
138.8	-0.955848	-4.67779	0
138.9	-0.975225	-4.58805	0
139	-1.05732	-4.48672	0
139.1	-0.740883	-3.84819	0
139.2	-0.806804	-3.27389	0
139.3	-0.73861	-3.20048	0
139.4	-0.597646	-3.31675	0
139.5	-0.615118	-3.30055	0
139.6	-0.653509	-3.12392	0
139.7	-0.652882	-3.06957	0
139.8	-0.666558	-2.94922	0
139.9	-0.673056	-2.87857	0
140	-0.595002	-2.7479	0
140.1	-0.630895	-2.76059	0
140.2	-0.678261	-2.85613	0
140.3	-0.722261	-2.84685	0
140.4	-0.840917	-2.94758	0
140.5	-0.903947	-3.04816	0
140.6	-1.02485	-3.56991	0
140.7	-0.995828	-3.72851	0
140.8	-0.914286	-4.04486	0
140.9	-0.888351	-4.0348	0
141	-0.918969	-3.6934	0
141.1	-1.03766	-3.77476	0
141.2	-1.23168	-3.97505	0
141.3	-1.23613	-4.16464	0
141.4	-1.21292	-4.20712	0
141.5	-1.15346	-4.02853	0
141.6	-0.930762	-3.95206	0
141.7	-0.860514	-3.98922	0
141.8	-0.890868	-4.27449	0
141.9	-0.966995	-4.9685	0
142	-0.83588	-5.12273	-1
142.1	-0.290837	-4.24658	0
142.2	0.0480025	-5.33507	-1
142.3	0.0676193	-6.38145	-1
142.4	-0.0800807	-8.1763	-1
142.5	0.0326827	-9.36269	-1
142.6	0.217588	-10.4528	-1
142.7	0.303566	-11.6077	-1
142.8	0.0713596	-12.8515	-1
142.9	0.430239	-13.2612	-1
143	0.681462	-13.3759	-1
143.1	0.822729	-13.8163	-1
143.2	0.718082	-13.997	-1
143.3	0.591254	-13.9694	-1
143.4	0.492562	-13.827	-1
143.5	0.214141	-13.2353	-1
143.6	0.0527847	-13.1323	-1
143.7	0.0359569	-13.0143	-1
143.8	-0.0027949	-13.0003	-1
143.9	0.0147866	-13.1646	-1
144	-0.109954	-13.4751	-1
144.1	-0.239445	-13.3245	-1
144.2	-0.170476	-13.7265	-1
144.3	-0.0461099	-14.8476	-1
144.4	0.164051	-17.904	-1
144.5	-0.167205	-19.0624	-1
144.6	0.505282	-21.4247	-1
144.7	0.312549	-23.739	-1
144.8	-0.540965	-23.1712	-1
144.9	-0.855125	-23.6274	-1
145	-0.610589	-23.1351	-1
145.1	-0.511478	-23.2216	-1
145.2	-0.464775	-24.3818	-1
145.3	-0.361339	-24.0991	-1
145.4	-0.348727	-24.1812	-1
145.5	-0.516202	-24.0348	-1
145.6	-0.610669	-24.223	-1
145.7	-0.665382	-23.9508	-1
145.8	-0.823529	-23.852	-1
145.9	-0.817174	-23.7021	-1
146	-0.766443	-23.4226	-1
146.1	-0.98	-24.2846	-1
146.2	-1.15024	-24.6878	-1
146.3	-1.16585	-25.5788	-1
146.4	 	 	-1
146.5	 	 	-1
146.6	 	 	-1
146.7	 	 	-1
146.8	 	 	-1
146.9	 	 	-1
147	 	 	-1
147.1	 	 	-1
147.2	 	 	-1
147.3	 	 	-1
147.4	 	 	-1
147.5	 	 	-1
147.6	 	 	-1
147.7	 	 	-1
147.8	 	 	-1
147.9	 	 	-1
148	 	 	-1
148.1	 	 	-1
148.2	 	 	-1
148.3	 	 	-1
148.4	 	 	-1
148.5	 	 	-1
148.6	 	 	-1
148.7	 	 	-1
148.8	 	 	-1
148.9	 	 	-1
149	 	 	-1
149.1	 	 	-1
149.2	 	 	-1
149.3	 	 	-1
149.4	 	 	-1
149.5	 	 	-1
149.6	 	 	-1
149.7	 	 	-1
149.8	 	 	-1
149.9	 	 	-1
150	 	 	-1
150.1	 	 	-1
150.2	 	 	-1
150.3	 	 	-1
150.4	 	 	-1
150.5	 	 	-1
150.6	 	 	-1
150.7	 	 	-1
150.8	 	 	-1
150.9	0.140711	-25.9794	-1
151	0.17147	-24.9818	-1
151.1	-0.19186	-23.0344	-1
151.2	-0.143404	-21.337	-1
151.3	0.232448	-18.5567	-1
151.4	0.433589	-14.803	-1
151.5	-0.0873501	-12.7049	-1
151.6	-0.21799	-12.749	-1
151.7	-0.0709754	-12.173	-1
151.8	0.148919	-12.0519	-1
151.9	0.253237	-12.0501	-1
152	0.207485	-11.9647	-1
152.1	0.20662	-12.6997	-1
152.2	0.313658	-12.8784	-1
152.3	0.55489	-12.9912	-1
152.4	0.535861	-12.9502	-1
152.5	0.672687	-12.7569	-1
152.6	0.75993	-12.6619	-1
152.7	0.790843	-12.5791	-1
152.8	0.773173	-12.4748	-1
152.9	0.761725	-12.2294	-1
153	0.737313	-11.8491	-1
153.1	0.543088	-11.8466	-1
153.2	0.421053	-11.9063	-1
153.3	0.679072	-11.4312	-1
153.4	0.815176	-11.0109	-1
153.5	0.797445	-10.431	-1
153.6	0.909632	-10.6079	-1
153.7	0.979909	-10.5816	-1
153.8	0.985051	-10.579	-1
153.9	1.00562	-10.4455	-1
154	1.07052	-10.3469	-1
154.1	1.14774	-10.2667	-1
154.2	1.16357	-10.3724	-1
154.3	1.23336	-10.5641	-1
154.4	1.15578	-10.467	-1
154.5	1.16693	-10.518	-1
154.6	1.08502	-10.5343	-1
154.7	0.805571	-10.1687	-1
154.8	0.942355	-9.61915	-1
154.9	1.40048	-8.20482	-1
155	1.50614	-7.45327	-1
155.1	1.79906	-5.9576	-1
155.2	1.74395	-5.62932	-1
155.3	1.64591	-4.86855	0
155.4	1.67586	-4.42334	0
155.5	1.67764	-3.95649	0
155.6	1.9798	-3.79083	0
155.7	2.6628	-3.13979	0
155.8	2.87734	-2.58736	0
155.9	2.98395	-2.02994	0
156	2.9112	-2.00914	0
156.1	2.99799	-2.03754	0
156.2	3.23266	-1.87236	0
156.3	3.78311	-1.34746	0
156.4	3.94677	-1.09123	0
156.5	4.39857	-0.79448	0
156.6	4.52293	-0.674023	0
156.7	4.52806	-0.667461	0
156.8	4.44534	-0.723656	0
156.9	4.3233	-0.852344	0
157	4.28878	-0.852635	0
157.1	4.26575	-0.962305	0
157.2	4.2665	-1.00051	0
157.3	4.2192	-0.980139	0
157.4	4.23075	-0.965358	0
157.5	4.11104	-1.00007	0
157.6	4.02417	-1.04799	0
157.7	4.04675	-1.25347	0
157.8	4.00455	-1.29433	0
157.9	3.90519	-1.39867	0
158	3.70897	-1.5787	0
158.1	2.76165	-2.18816	0
158.2	2.4471	-2.22296	0
158.3	2.11508	-2.08781	0
158.4	1.90363	-2.21952	0
158.5	1.86053	-2.4655	0
158.6	2.06042	-2.39539	0
158.7	2.36946	-2.3707	0
158.8	2.65585	-2.2599	0
158.9	2.77661	-2.15086	0
159	3.10877	-2.17168	0
159.1	3.86519	-2.57694	0
159.2	4.39223	-2.80559	0
159.3	4.74132	-2.90529	0
159.4	4.21542	-2.81895	0
159.5	3.7806	-2.75212	0
159.6	3.73897	-2.80853	0
159.7	3.98647	-2.75647	0
159.8	4.40144	-2.73784	0
159.9	5.04877	-2.73091	1
160	6.12299	-2.69457	1
160.1	7.16597	-2.68761	1
160.2	7.75373	-2.62768	1
160.3	8.87206	-2.44132	1
160.4	9.37682	-2.3231	1
160.5	9.98796	-2.26858	1
160.6	10.9947	-2.23197	1
160.7	11.654	-2.15329	1
160.8	11.3156	-2.08633	1
160.9	10.1782	-1.9113	1
161	9.65821	-1.92591	1
161.1	9.09915	-1.85306	1
161.2	8.1046	-1.68266	1
161.3	7.70176	-1.64265	1
161.4	6.9473	-1.36771	1
161.5	5.74814	-1.3251	1
161.6	4.65576	-1.60968	0
161.7	4.00433	-1.60795	0
161.8	3.31922	-1.7406	0
161.9	3.01144	-1.92353	0
162	2.32403	-2.00061	0
162.1	1.98879	-1.81041	0
162.2	1.93554	-1.74863	0
162.3	1.90335	-1.59686	0
162.4	1.84906	-1.5696	0
162.5	1.84676	-1.57607	0
162.6	1.97765	-1.47327	0
162.7	2.12174	-1.31683	0
162.8	2.22339	-1.2764	0
162.9	2.4632	-0.933688	0
163	2.50458	-0.842397	0
163.1	2.54434	-0.680129	0
163.2	2.7076	-0.20091	0
163.3	2.74865	-0.347473	0
163.4	2.73611	-0.460625	0
163.5	2.70998	-0.531044	0
163.6	2.56063	-0.558639	0
163.7	2.56049	-0.573751	0
163.8	2.55996	-0.610464	0
163.9	2.56991	-0.622636	0
164	2.50816	-0.676609	0
164.1	2.48741	-0.694775	0
164.2	2.47161	-0.71311	0
164.3	2.42142	-0.719176	0
164.4	2.2378	-0.414553	0
164.5	2.00701	-0.268505	0
164.6	1.31677	-0.754614	0
164.7	0.893878	-1.11335	0
164.8	0.479144	-0.860749	0
164.9	0.429923	-0.414057	0
165	0.473388	-0.0648148	0
165.1	0.417055	0.509675	0
165.2	0.34692	0.57962	0
165.3	0.341542	0.412346	0
165.4	0.314423	0.0559753	0
165.5	0.0450034	-0.286079	0
165.6	0.163611	-0.392402	0
165.7	0.811748	-0.343262	0
165.8	0.800409	-0.172315	0
165.9	0.801551	-0.180708	0
166	0.870803	-0.312653	0
166.1	0.880937	-0.330187	0
166.2	0.652197	-0.492197	0
166.3	0.430204	-0.441862	0
166.4	0.201078	-0.285776	0
166.5	0.63009	-0.366872	0
166.6	0.753465	-0.22061	0
166.7	0.9717	-0.188739	0
166.8	0.752986	-0.0677064	0
166.9	0.589147	-0.252049	0
167	0.544077	-0.132046	0
167.1	0.49066	-0.151533	0
167.2	0.552594	-0.123312	0
167.3	0.615502	-0.0387543	0
167.4	0.575829	0.00331492	0
167.5	0.239352	0.0370779	0
167.6	0.0310666	0.0561961	0
167.7	-0.0674298	0.0631287	0
167.8	-0.242701	0.086603	0
167.9	-0.446842	0.169198	0
168	-0.593158	0.326728	0
168.1	-0.619054	0.293983	0
168.2	-0.62231	0.362504	0
168.3	-0.715387	0.398037	0
168.4	-0.577159	0.35803	0
168.5	-0.496213	0.330184	0
168.6	-0.365775	0.24661	0
168.7	-0.253838	0.157508	0
168.8	-0.252742	0.12182	0
168.9	-0.396785	0.157757	0
169	-0.525904	0.132389	0
169.1	-0.639292	0.126723	0
169.2	-0.472853	-0.00423822	0
169.3	-0.0638943	-0.121259	0
169.4	0.0107917	-0.000866483	0
169.5	-0.0244726	0.376371	0
169.6	0.125853	0.474147	0
169.7	0.454262	0.104922	0
169.8	0.47818	0.0198873	0
169.9	0.443458	0.028998	0
170	0.440484	0.122112	0
170.1	0.333083	0.144486	0
170.2	0.228065	0.0485014	0
170.3	-0.252079	-0.00627063	0
170.4	-0.523412	0.111161	0
170.5	-0.870003	0.183836	0
170.6	-1.33148	0.123596	0
170.7	-1.61005	-0.107462	0
170.8	-2.14431	-0.7149	0
170.9	-2.11736	-0.987573	0
171	-2.06446	-1.06701	0
171.1	-1.93032	-1.14482	0
171.2	-2.03011	-1.15952	0
171.3	-1.88474	-1.11487	0
171.4	-1.88447	-1.05588	0
171.5	-1.98948	-1.03148	0
171.6	-1.91891	-1.06085	0
171.7	-2.02275	-1.07339	0
171.8	-2.05681	-1.06765	0
171.9	-1.844	-0.705411	0
172	-1.53051	-0.684051	0
