Time	X	Y	Arm
172.1	-0.91089	-0.551062	0
172.2	-0.784615	-0.554935	0
172.3	-0.169442	-0.69132	0
172.4	0.119298	-0.831206	0
172.5	0.308602	-0.992497	0
172.6	0.375472	-1.02221	0
172.7	0.54818	-0.952407	0
172.8	0.463006	-0.94115	0
172.9	0.37388	-0.891907	0
173	0.210194	-0.832416	0
173.1	-0.213176	-0.69163	0
173.2	-0.76243	-0.538785	0
173.3	-1.02371	-0.535924	0
173.4	-0.951077	-0.372688	0
173.5	-0.748499	-0.497203	0
173.6	-0.715702	-0.56343	0
173.7	-0.53688	-0.536594	0
173.8	-0.468323	-0.532181	0
173.9	-0.51005	-0.636279	0
174	-0.559029	-0.578317	0
174.1	-0.813886	-0.409326	0
174.2	-0.893645	-0.33212	0
174.3	-0.886078	-0.318597	0
174.4	-0.922234	-0.231634	0
174.5	-1.19485	-0.078143	0
174.6	-1.22735	-0.311097	0
174.7	-1.27971	-0.383603	0
174.8	-1.35478	-0.294954	0
174.9	-1.39721	-0.263413	0
175	-1.46243	-0.29263	0
175.1	-1.33208	-0.382526	0
175.2	-1.25769	-0.381231	0
175.3	-1.25813	-0.375254	0
175.4	-1.13938	-0.436201	0
175.5	-0.777032	-0.331699	0
175.6	-0.450238	-0.439346	0
175.7	-0.421715	-0.479306	0
175.8	-0.412573	-0.499009	0
175.9	-0.453129	-0.482585	0
176	-0.402307	-0.487924	0
176.1	-0.41652	-0.479147	0
176.2	-0.393948	-0.427373	0
176.3	-0.728853	-0.318462	0
176.4	-1.05128	-0.306565	0
176.5	-1.24842	-0.353899	0
176.6	-2.01261	-0.1559	0
176.7	-2.52201	-0.0117173	0
176.8	-2.80918	0.164232	0
176.9	-3.00499	0.239002	0
177	-3.00673	0.232087	0
177.1	-3.03627	0.247316	0
177.2	-3.82343	0.329458	0
177.3	-4.22638	0.32126	0
177.4	-4.9093	0.0752584	0
177.5	-5.08949	0.124362	1
177.6	-5.17345	0.111067	1
177.7	-5.24238	0.191173	1
177.8	-5.21357	0.208168	1
177.9	-5.38759	0.412185	1
178	-5.82002	0.252254	1
178.1	-5.89583	0.158026	1
178.2	-5.90176	0.136741	1
178.3	-5.9758	0.0729233	1
178.4	-6.11626	0.0547571	1
178.5	-6.24781	0.0735008	1
178.6	-6.32388	0.173366	1
178.7	-6.3656	0.229414	1
178.8	-6.39357	0.220849	1
178.9	-6.42662	0.217584	1
179	-6.37638	0.16146	1
179.1	-6.27964	0.176964	1
179.2	-6.30345	0.118525	1
179.3	-6.60827	0.307384	1
179.4	-7.81146	0.746006	1
179.5	-8.4585	0.946918	1
179.6	-8.87588	1.06059	1
179.7	-10.1421	1.33489	1
179.8	-12.8077	1.40074	1
179.9	-13.5709	1.24622	1
180	-14.6324	0.899817	1
180.1	-15.0042	0.801171	1
180.2	-15.7682	0.843373	1
180.3	-16.9252	0.918733	1
180.4	-17.9697	1.16582	1
180.5	-18.2781	1.28211	1
180.6	-18.637	1.39025	1
180.7	-18.701	1.39586	1
180.8	-18.5276	1.35894	1
180.9	-18.7086	1.32037	1
181	-18.4175	1.32088	1
181.1	-18.3846	1.29664	1
181.2	-18.3971	1.28629	1
181.3	-18.1805	1.25778	1
181.4	-18.0134	1.21251	1
181.5	-18.1095	1.23329	1
181.6	-18.5061	1.28254	1
181.7	-19.743	1.27961	1
181.8	-20.6204	0.559478	1
181.9	-21.09	0.189958	1
182	-21.2484	0.136701	1
182.1	-21.504	0.204227	1
182.2	-22.0405	0.155901	1
182.3	-23.5268	-0.0362196	1
182.4	-24.9985	-0.0597736	1
182.5	-25.2701	-0.0853787	1
182.6	-25.2108	-0.0508103	1
182.7	-25.1326	-0.000100883	1
182.8	-25.129	-0.00505178	1
182.9	-25.1597	0.00430925	1
183	-25.0927	0.022177	1
183.1	-24.7763	0.153758	1
183.2	-23.5485	0.339215	1
183.3	-22.9387	0.445337	1
183.4	-22.7254	0.465913	1
183.5	-22.352	0.512974	1
183.6	-21.9776	0.536488	1
183.7	-21.6272	0.491736	1
183.8	-21.5867	0.446458	1
183.9	-21.6794	0.462018	1
184	-21.5528	0.476687	1
184.1	-21.0932	0.407132	1
184.2	-20.6309	0.563915	1
184.3	-20.7313	0.53093	1
184.4	-20.9312	0.479778	1
184.5	-21.0749	0.432227	1
184.6	-21.3143	0.363771	1
184.7	-21.2638	0.342782	1
184.8	-21.2964	0.319335	1
184.9	-21.3387	0.305104	1
185	-21.2833	0.242739	1
185.1	-21.2122	0.240247	1
185.2	-21.0189	0.116143	1
185.3	-20.8519	-0.000896861	1
185.4	-19.8368	-0.23989	1
185.5	-19.1718	-0.257175	1
185.6	-17.3299	0.520366	1
185.7	-16.1509	1.01308	1
185.8	-14.0259	1.30816	1
185.9	-12.6797	1.38878	1
186	-9.93361	1.16882	1
186.1	-8.66512	1.02524	1
186.2	-6.02571	0.783581	1
186.3	-5.0852	0.8694	1
186.4	-4.62155	1.13724	0
186.5	-4.65235	1.30843	0
186.6	-4.81652	1.47939	0
186.7	-3.83092	1.45894	0
186.8	-3.05959	1.35704	0
186.9	-2.67326	1.07275	0
187	-2.44849	1.12518	0
187.1	-2.46048	1.13131	0
187.2	-2.71669	1.05939	0
187.3	-2.85441	1.01459	0
187.4	-3.40246	0.796605	0
187.5	-3.72992	0.76241	0
187.6	-4.49048	0.763697	0
187.7	-4.47353	1.15703	0
187.8	-5.07924	1.96075	1
187.9	-4.9843	2.64253	0
188	-4.38123	3.3751	0
188.1	-2.69585	4.75816	0
188.2	-1.81586	7.16436	-1
188.3	-1.47657	8.81776	-1
188.4	-0.344151	12.3838	-1
188.5	0.540048	14.9159	-1
188.6	0.805532	19.3773	-1
188.7	0.556316	22.2325	-1
188.8	0.466638	26.5343	-1
188.9	0.858776	28.3783	-1
189	1.40781	30.4867	-1
189.1	1.34689	31.5727	-1
189.2	1.01192	33.3376	-1
189.3	0.0195147	36.2403	-1
189.4	0.260507	38.9723	-1
189.5	0.89587	40.9929	-1
189.6	1.22116	43.0631	-1
189.7	0.180036	46.6215	-1
189.8	-0.383941	48.6663	-1
189.9	0.0456392	49.3093	-1
190	 	 	-1
190.1	 	 	-1
190.2	0.0163112	49.6098	-1
190.3	-0.0710067	49.2095	-1
190.4	-0.204993	48.8001	-1
190.5	-0.224622	48.6068	-1
190.6	-0.303009	48.8476	-1
190.7	-0.295099	48.8155	-1
190.8	-0.246468	48.85	-1
190.9	-0.166415	48.9831	-1
191	-0.0636888	49.3744	-1
191.1	 	 	-1
191.2	 	 	-1
191.3	 	 	-1
191.4	 	 	-1
191.5	 	 	-1
191.6	 	 	-1
191.7	 	 	-1
191.8	 	 	-1
191.9	 	 	-1
192	 	 	-1
192.1	 	 	-1
192.2	 	 	-1
192.3	 	 	-1
192.4	 	 	-1
192.5	 	 	-1
192.6	 	 	-1
192.7	 	 	-1
192.8	 	 	-1
192.9	 	 	-1
193	 	 	-1
193.1	 	 	-1
193.2	 	 	-1
193.3	 	 	-1
193.4	 	 	-1
193.5	 	 	-1
193.6	 	 	-1
193.7	 	 	-1
193.8	 	 	-1
193.9	 	 	-1
194	 	 	-1
194.1	 	 	-1
194.2	 	 	-1
194.3	 	 	-1
194.4	 	 	-1
194.5	 	 	-1
194.6	 	 	-1
194.7	 	 	-1
194.8	-0.792808	49.1023	-1
194.9	-1.31758	48.8357	-1
195	-0.652319	47.8288	-1
195.1	-0.16599	46.9828	-1
195.2	-0.0516393	46.5063	-1
195.3	-0.102799	46.367	-1
195.4	-0.249626	47.0256	-1
195.5	-0.359951	47.3624	-1
195.6	-0.169693	47.5733	-1
195.7	0.22314	47.8282	-1
195.8	0.321531	47.6864	-1
195.9	0.227208	46.9041	-1
196	0.303531	45.5942	-1
196.1	0.306112	45.1648	-1
196.2	0.143691	44.8044	-1
196.3	-0.0301255	45.0634	-1
196.4	 	 	-1
196.5	 	 	-1
196.6	 	 	-1
196.7	 	 	-1
196.8	 	 	-1
196.9	 	 	-1
197	 	 	-1
197.1	1.18966	47.7011	-1
197.2	 	 	-1
197.3	 	 	-1
197.4	 	 	-1
197.5	1.08639	44.9109	-1
197.6	1.00498	43.0756	-1
197.7	0.958443	41.8644	-1
197.8	1.09265	39.4249	-1
197.9	0.754494	38.14	-1
198	0.610969	37.2665	-1
198.1	0.613177	36.0914	-1
198.2	0.443863	34.4356	-1
198.3	0.372619	33.2975	-1
198.4	0.319776	32.0395	-1
198.5	-0.0530097	28.8395	-1
198.6	-0.686685	26.9791	-1
198.7	-0.492745	26.7291	-1
198.8	-0.310728	26.8186	-1
198.9	-0.433188	26.6801	-1
199	-0.536667	26.55	-1
199.1	-0.887686	26.775	-1
199.2	-0.872866	27.1527	-1
199.3	-0.875884	28.0109	-1
199.4	-0.724297	28.7526	-1
199.5	-0.646154	29.032	-1
199.6	-0.640182	29.2784	-1
199.7	 	 	-1
199.8	 	 	-1
199.9	 	 	-1
200	-0.329782	28.5132	-1
200.1	-0.656489	26.6217	-1
200.2	-0.0297762	25.5751	-1
200.3	0.588114	25.2075	-1
200.4	1.0702	23.2174	-1
200.5	1.05063	21.2761	-1
200.6	1.01125	19.7999	-1
200.7	1.15866	16.7199	-1
200.8	1.24308	15.3078	-1
200.9	0.91904	13.5669	-1
201	1.0631	13.7801	-1
201.1	1.00091	14.24	-1
201.2	1.12128	14.1231	-1
201.3	1.3172	14.0101	-1
201.4	1.43739	13.9399	-1
201.5	1.43663	13.818	-1
201.6	1.3886	14.0307	-1
201.7	1.39267	13.972	-1
201.8	1.52558	13.5217	-1
201.9	1.56201	13.3418	-1
202	1.51813	13.1425	-1
202.1	1.47619	13.1598	-1
202.2	1.50254	13.4006	-1
202.3	1.58672	13.4084	-1
202.4	1.67269	13.1475	-1
202.5	1.67971	13.1211	-1
202.6	1.69067	13.464	-1
202.7	1.77569	13.5064	-1
202.8	1.88563	12.896	-1
202.9	1.92472	12.7449	-1
203	1.86614	12.6192	-1
203.1	1.79823	12.7351	-1
203.2	1.78373	13.0089	-1
203.3	1.81281	12.875	-1
203.4	1.72338	13.0653	-1
203.5	1.64678	13.4295	-1
203.6	1.44825	13.8661	-1
203.7	1.44015	14.0508	-1
203.8	1.37526	13.8767	-1
203.9	1.41555	13.7879	-1
204	1.15367	13.3842	-1
204.1	0.929648	12.7517	-1
204.2	0.584945	11.168	-1
204.3	0.166534	10.8664	-1
204.4	-0.15401	10.5046	-1
204.5	-0.0305737	10.643	-1
204.6	0.352956	11.372	-1
204.7	0.368054	11.4787	-1
204.8	0.367797	11.5614	-1
204.9	0.204982	11.443	-1
205	-0.314601	10.5112	-1
205.1	-0.430924	10.0883	-1
205.2	-0.620929	9.50382	-1
205.3	-0.838517	9.19551	-1
205.4	-1.09183	8.50908	-1
205.5	-1.30587	8.15686	-1
205.6	-1.92075	6.86951	-1
205.7	-1.89693	6.38506	-1
205.8	-1.74941	5.90533	-1
205.9	-1.68794	5.87189	-1
206	-1.52136	5.79719	-1
206.1	-1.27181	5.38197	-1
206.2	-0.608509	3.93472	0
206.3	-0.340404	2.8057	0
206.4	-0.30132	0.341918	0
206.5	-0.405505	-1.11521	0
206.6	-0.499316	-3.69362	0
206.7	-0.265499	-5.11593	-1
206.8	0.242869	-7.28071	-1
206.9	0.309145	-8.05517	-1
207	-0.189518	-9.39342	-1
207.1	-0.305016	-10.1089	-1
207.2	-0.023836	-11.0942	-1
207.3	-0.0230101	-11.2585	-1
207.4	-0.0420483	-11.4714	-1
207.5	-0.170262	-12.0992	-1
207.6	-0.110801	-12.8577	-1
207.7	-0.0910211	-13.0657	-1
207.8	0.300662	-12.4094	-1
207.9	0.401405	-12.1741	-1
208	0.184223	-12.7801	-1
208.1	0.326609	-13.2513	-1
208.2	0.59349	-13.5093	-1
208.3	0.894239	-13.185	-1
208.4	1.22817	-13.001	-1
208.5	1.16237	-14.0587	-1
208.6	0.965648	-15.3727	-1
208.7	0.753663	-15.9797	-1
208.8	0.819505	-17.9647	-1
208.9	0.909673	-18.9478	-1
209	0.708733	-20.455	-1
209.1	0.626933	-20.6653	-1
209.2	0.186256	-20.5865	-1
209.3	0.207529	-19.6198	-1
209.4	0.632261	-19.272	-1
209.5	0.879403	-19.7827	-1
209.6	1.06154	-20.2809	-1
209.7	1.11846	-20.3347	-1
209.8	0.881888	-20.7523	-1
209.9	0.779925	-20.8514	-1
210	0.410135	-20.1158	-1
210.1	0.404752	-19.7478	-1
210.2	0.526997	-20.171	-1
210.3	0.766534	-20.6202	-1
210.4	1.16983	-21.0024	-1
210.5	0.829057	-21.2144	-1
210.6	-0.136799	-21.6167	-1
210.7	-0.203959	-21.8144	-1
210.8	-0.261164	-22.1923	-1
210.9	-0.130564	-22.2144	-1
211	-0.049069	-22.6275	-1
211.1	0.0967847	-22.9392	-1
211.2	0.166777	-23.1136	-1
211.3	0.429773	-22.5908	-1
211.4	0.632898	-22.145	-1
211.5	0.593363	-22.2633	-1
211.6	0.404105	-22.794	-1
211.7	0.209096	-23.0152	-1
211.8	-0.0105804	-23.1818	-1
211.9	-0.0319091	-22.9572	-1
212	-0.014278	-22.8412	-1
212.1	-0.102555	-22.9528	-1
212.2	-0.124017	-22.9171	-1
212.3	0.0855042	-22.6954	-1
212.4	0.255165	-22.487	-1
212.5	0.207136	-22.157	-1
212.6	0.00910891	-22.1846	-1
212.7	-0.288786	-22.6006	-1
212.8	0.261249	-21.7999	-1
212.9	0.1433	-21.7944	-1
213	-0.12706	-21.8846	-1
213.1	-0.034235	-21.9722	-1
213.2	-0.128924	-21.9826	-1
213.3	-0.610313	-21.3857	-1
213.4	-0.981352	-20.5819	-1
213.5	-0.617182	-20.036	-1
213.6	-0.45487	-20.1435	-1
213.7	0.269887	-19.0991	-1
213.8	0.520018	-18.6451	-1
213.9	0.59569	-18.1859	-1
214	0.513374	-16.7218	-1
214.1	0.354005	-13.7374	-1
214.2	0.459459	-12.3751	-1
214.3	0.974292	-10.6949	-1
214.4	1.09926	-10.211	-1
214.5	1.02923	-10.0415	-1
214.6	1.08162	-10.2957	-1
214.7	1.29769	-10.4746	-1
214.8	1.22327	-10.7157	-1
214.9	0.902855	-10.8813	-1
215	0.853355	-10.8732	-1
215.1	0.94976	-10.6851	-1
215.2	0.821141	-10.5321	-1
215.3	0.790873	-10.6546	-1
215.4	0.780785	-10.7278	-1
215.5	0.737619	-10.9457	-1
215.6	0.783788	-10.9115	-1
215.7	0.771988	-10.8347	-1
215.8	0.736765	-10.9463	-1
215.9	0.621015	-11.0743	-1
216	0.532943	-11.2717	-1
216.1	0.555069	-11.3377	-1
216.2	0.553411	-11.2894	-1
216.3	0.566457	-11.2942	-1
216.4	0.576788	-11.2424	-1
216.5	0.561679	-11.1868	-1
216.6	0.813181	-10.8145	-1
216.7	1.04311	-10.3345	-1
216.8	1.12981	-10.1693	-1
216.9	1.2332	-10.2391	-1
217	1.06202	-10.2849	-1
217.1	0.955206	-10.299	-1
217.2	0.823136	-10.7334	-1
217.3	0.747703	-11.0623	-1
217.4	0.790768	-11.3366	-1
217.5	0.813553	-11.2905	-1
217.6	0.745916	-11.3068	-1
217.7	0.685846	-11.4966	-1
217.8	0.686175	-11.2459	-1
217.9	0.542607	-11.4355	-1
218	0.497317	-11.6366	-1
218.1	0.543449	-11.8479	-1
218.2	0.472098	-12.1415	-1
218.3	0.692788	-12.3296	-1
218.4	0.795147	-12.2391	-1
218.5	0.996381	-11.8798	-1
218.6	1.11423	-11.4733	-1
218.7	1.22133	-11.0282	-1
218.8	1.23752	-10.9664	-1
218.9	1.30186	-10.8707	-1
219	1.25121	-10.9212	-1
219.1	1.27707	-11.0934	-1
219.2	1.34349	-11.1191	-1
219.3	1.46404	-10.3885	-1
219.4	1.65452	-10.0853	-1
219.5	1.46657	-10.338	-1
219.6	1.34035	-10.2288	-1
219.7	1.30962	-10.266	-1
219.8	1.17281	-10.4254	-1
219.9	0.956143	-10.2392	-1
220	0.866232	-10.1305	-1
220.1	0.761249	-9.51753	-1
220.2	0.454294	-9.62378	-1
220.3	0.0391161	-9.63789	-1
220.4	-0.243794	-9.76766	-1
220.5	-0.812809	-10.5913	-1
220.6	-0.848854	-10.2866	-1
220.7	-0.746691	-9.6749	-1
220.8	-0.519524	-10.172	-1
220.9	-0.34303	-10.8322	-1
221	-0.36973	-10.7134	-1
221.1	-0.375736	-9.72432	-1
221.2	-0.240669	-9.57476	-1
221.3	-0.214909	-9.45285	-1
221.4	-0.291615	-9.50688	-1
221.5	-0.888943	-8.66634	-1
221.6	-1.48848	-7.90664	-1
221.7	 	 	-1
221.8	 	 	-1
221.9	 	 	-1
222	 	 	-1
222.1	-2.45627	-7.36172	-1
222.2	-2.39341	-7.25895	-1
222.3	-2.3526	-7.19962	-1
222.4	-2.37759	-7.19278	-1
222.5	-2.36405	-7.27133	-1
222.6	-2.52323	-7.06205	-1
222.7	-2.82421	-6.61852	-1
222.8	-2.79918	-6.4087	-1
222.9	-2.46998	-6.61886	-1
223	-2.45517	-6.68183	-1
223.1	-2.47807	-6.69493	-1
223.2	-2.41445	-6.75402	-1
223.3	-1.19549	-8.27886	-1
223.4	-0.988038	-8.91223	-1
223.5	-1.16	-9.44	-1
223.6	-1.07133	-9.37679	-1
223.7	-0.463581	-9.7386	-1
223.8	-0.475052	-9.227	-1
223.9	-0.436091	-8.14043	-1
224	-0.322768	-7.75392	-1
224.1	0.262314	-6.53094	-1
224.2	0.638548	-5.91536	-1
224.3	1.3819	-5.18764	-1
224.4	1.57253	-5.0605	-1
224.5	1.56175	-4.77688	0
224.6	1.61467	-4.62656	0
224.7	1.85663	-4.19722	0
224.8	1.98507	-3.51056	0
224.9	2.23614	-2.88117	0
225	2.4295	-2.73914	0
225.1	2.67991	-2.29698	0
225.2	2.91228	-2.0025	0
225.3	3.4166	-2.10095	0
225.4	3.51905	-2.17205	0
225.5	3.46276	-2.25807	0
225.6	3.53485	-2.17473	0
225.7	3.62686	-2.20804	0
225.8	3.56576	-2.30004	0
225.9	3.5041	-2.13911	0
226	3.60193	-2.11498	0
226.1	3.59416	-2.26996	0
226.2	3.56494	-2.21615	0
226.3	3.51461	-2.10456	0
226.4	3.52355	-2.18777	0
226.5	3.51578	-2.26464	0
226.6	3.50702	-2.27569	0
226.7	3.41999	-2.29967	0
226.8	3.3715	-2.22625	0
226.9	3.2854	-2.15127	0
227	3.27944	-2.11016	0
227.1	3.38147	-2.19943	0
227.2	3.39398	-2.3024	0
227.3	3.34185	-2.33039	0
227.4	3.37549	-2.30931	0
227.5	3.38711	-2.30837	0
227.6	3.37468	-2.28799	0
227.7	3.34633	-2.35091	0
227.8	3.25535	-2.45279	0
227.9	3.09427	-2.55231	0
228	3.06169	-2.54406	0
228.1	3.13387	-2.42625	0
228.2	3.21005	-2.36509	0
228.3	3.41033	-2.24252	0
228.4	3.50983	-2.22492	0
228.5	3.61423	-2.2093	0
228.6	3.58627	-2.20398	0
228.7	3.23959	-2.28817	0
228.8	3.20163	-2.31066	0
228.9	3.36052	-2.27784	0
229	3.82017	-1.96885	0
229.1	4.85095	-1.58439	0
229.2	5.68964	-1.25342	1
229.3	6.46545	-1.0766	1
229.4	8.20927	-0.592959	1
229.5	9.36216	-0.33687	1
229.6	9.94706	-0.0354087	1
229.7	10.857	0.472706	1
229.8	11.3784	0.777784	1
229.9	11.4791	0.857038	1
230	12.0405	0.930498	1
230.1	14.0139	0.8416	1
230.2	14.3643	0.756058	1
230.3	14.1126	0.552919	1
230.4	13.7652	0.525882	1
230.5	13.6506	0.495882	1
230.6	13.3937	0.352509	1
230.7	12.8365	0.142721	1
230.8	12.6705	0.136477	1
230.9	12.5742	0.193901	1
231	12.4584	0.267756	1
231.1	12.37	0.255977	1
231.2	12.2291	0.242411	1
231.3	12.0772	0.228398	1
231.4	12.1374	0.286058	1
231.5	12.1725	0.302305	1
231.6	12.1314	0.311417	1
231.7	12.0624	0.300861	1
231.8	11.9961	0.272247	1
231.9	11.8334	0.201341	1
232	11.655	0.112992	1
232.1	11.6347	0.0788889	1
232.2	11.4911	0.0959429	1
232.3	11.5355	0.104865	1
232.4	11.3897	0.0752321	1
232.5	11.2018	0.023273	1
232.6	11.0121	-0.0216709	1
232.7	11.0895	0.0681255	1
232.8	11.7213	0.382407	1
232.9	11.8182	0.330691	1
233	12.5818	0.271018	1
233.1	12.758	0.162937	1
233.2	12.7681	-0.155226	1
233.3	12.7516	-0.691782	1
233.4	12.9584	-0.727176	1
233.5	13.6804	-0.82802	1
233.6	15.4845	-1.07583	1
233.7	16.4962	-1.16146	1
233.8	18.0037	-1.33191	1
233.9	20.927	-0.929759	1
234	23.4764	-1.01167	1
234.1	24.7791	-1.18284	1
234.2	26.3753	-1.80036	1
234.3	27.3376	-1.85541	1
234.4	30.3599	-1.80455	1
234.5	31.7631	-1.7851	1
234.6	34.0862	-1.73144	1
234.7	35.1624	-1.54963	1
234.8	36.1801	-1.34165	1
234.9	38.3622	-1.68383	1
235	38.0054	-1.79508	1
235.1	38.3991	-1.48019	1
235.2	38.7494	-1.24743	1
235.3	39.8504	-1.11971	1
235.4	40.7504	-0.922322	1
235.5	41.3362	-0.899001	1
235.6	42.697	-0.929532	1
235.7	42.9982	-0.961101	1
235.8	42.9147	-0.962887	1
235.9	42.5668	-0.895464	1
236	42.3622	-0.754007	1
236.1	42.3097	-0.785632	1
236.2	42.5644	-0.873666	1
236.3	42.658	-0.861396	1
236.4	42.6058	-0.844583	1
236.5	42.457	-0.840833	1
236.6	42.2713	-0.760042	1
236.7	42.1943	-0.762645	1
236.8	42.2978	-0.728971	1
236.9	42.3287	-0.764404	1
237	42.2983	-0.856006	1
237.1	42.178	-0.952247	1
237.2	42.5773	-1.28937	1
237.3	43.3885	-1.32618	1
237.4	44.1303	-1.26773	1
237.5	44.0675	-1.21403	1
237.6	44.4978	-0.69441	1
237.7	45.0504	-0.281787	1
237.8	45.957	0.246812	1
237.9	46.25	0.324986	1
238	46.6314	0.447075	1
238.1	46.5864	0.547597	1
238.2	46.5844	0.497768	1
238.3	46.3928	0.424	1
238.4	45.7973	0.356656	1
238.5	45.6835	0.325812	1
238.6	45.2049	0.195741	1
238.7	44.9618	0.0584895	1
238.8	44.2794	0.260148	1
238.9	44.0426	0.349567	1
239	43.6178	0.434394	1
239.1	43.4737	0.405028	1
239.2	43.3592	0.295973	1
239.3	43.1383	0.299456	1
239.4	43.1707	0.351285	1
239.5	43.2256	0.379515	1
239.6	43.5277	0.587302	1
239.7	43.614	0.636055	1
239.8	43.8414	0.834816	1
239.9	44.3937	0.901051	1
240	43.9476	0.254975	1
240.1	43.425	0.104926	1
240.2	42.9492	0.0900754	1
240.3	43.0023	0.0647975	1
240.4	43.5556	-0.0284185	1
240.5	43.7511	-0.010111	1
240.6	44.1399	-0.0372316	1
240.7	44.3658	-0.0936907	1
240.8	43.8626	-0.164689	1
240.9	43.7051	-0.18043	1
241	43.7217	-0.163483	1
241.1	43.8718	-0.200057	1
241.2	44.2766	-0.324745	1
241.3	44.295	-0.341991	1
241.4	44.309	-0.253071	1
241.5	44.1566	-0.225707	1
241.6	44.169	-0.285731	1
241.7	44.1261	-0.295501	1
241.8	44.6917	-0.523689	1
241.9	44.7468	-0.517074	1
242	44.3561	-0.525818	1
242.1	43.6033	-0.455224	1
242.2	41.6493	-0.425183	1
242.3	40.6821	-0.487928	1
242.4	40.0068	-0.585012	1
242.5	40.0662	-0.626712	1
242.6	39.8515	-0.72721	1
242.7	39.6968	-0.761442	1
242.8	39.634	-0.745455	1
242.9	39.545	-0.743504	1
243	39.4293	-0.760428	1
243.1	39.2952	-0.7785	1
243.2	39.1963	-0.760928	1
243.3	39.3451	-0.753589	1
243.4	39.0884	-0.5539	1
243.5	39.2851	-0.483527	1
243.6	39.955	-0.689626	1
243.7	39.9547	-0.71647	1
243.8	38.919	-0.566728	1
243.9	38.3124	-0.497899	1
244	36.6471	-0.282103	1
244.1	35.8008	-0.554645	1
244.2	34.6868	-0.710903	1
244.3	31.7429	-0.313414	1
244.4	30.5442	-0.24023	1
244.5	29.0758	-0.102085	1
244.6	26.4694	0.0794101	1
244.7	24.2457	0.134579	1
244.8	20.0978	-0.480489	1
244.9	16.4404	-0.847592	1
245	14.5608	-0.658132	1
245.1	10.5522	-0.499665	1
245.2	8.32745	-0.66784	1
245.3	5.31292	-1.25297	1
245.4	4.30226	-1.15805	0
245.5	3.46077	-0.866685	0
245.6	3.26942	-0.523881	0
245.7	3.37848	-0.46607	0
245.8	3.56351	-0.554045	0
245.9	3.63712	-0.589777	0
246	3.60897	-0.640126	0
246.1	3.68971	-0.654887	0
246.2	3.71504	-0.64906	0
246.3	3.66227	-0.659696	0
246.4	3.74106	-0.664465	0
246.5	3.67148	-0.647331	0
246.6	3.66444	-0.642886	0
246.7	3.67109	-0.639176	0
246.8	3.66739	-0.630725	0
246.9	3.74954	-0.613688	0
247	3.77768	-0.606524	0
247.1	3.6962	-0.582804	0
247.2	3.32244	-0.684771	0
247.3	2.76083	-0.918783	0
247.4	2.40341	-0.952919	0
247.5	2.02013	-0.970526	0
247.6	1.9613	-0.909863	0
247.7	1.76285	-0.915018	0
247.8	1.72039	-0.967714	0
247.9	1.72589	-1.06772	0
248	2.01595	-1.04747	0
248.1	2.20743	-1.00404	0
248.2	2.24563	-0.991212	0
248.3	2.142	-1.00898	0
248.4	2.14316	-1.00294	0
248.5	2.05071	-1.00328	0
248.6	2.06337	-1.00098	0
248.7	2.08711	-0.995974	0
248.8	2.09622	-0.991411	0
248.9	2.11848	-0.977197	0
249	2.04546	-0.982066	0
249.1	2.05287	-0.984155	0
249.2	2.04269	-0.983261	0
249.3	1.99749	-0.983747	0
249.4	1.99093	-0.986179	0
249.5	2.01103	-0.981049	0
249.6	2.02861	-0.986049	0
249.7	2.00375	-0.981556	0
249.8	1.99875	-0.986496	0
249.9	2.01975	-0.982761	0
250	2.00817	-0.990357	0
250.1	2.13053	-0.984098	0
250.2	2.14411	-0.979498	0
250.3	2.2017	-0.950506	0
250.4	2.22986	-0.955537	0
250.5	2.12351	-0.965169	0
250.6	2.13796	-0.954855	0
250.7	2.14511	-0.947738	0
250.8	2.17435	-0.956357	0
250.9	2.22623	-0.943539	0
251	2.21702	-0.945579	0
251.1	2.15628	-0.947907	0
251.2	2.15923	-0.948485	0
251.3	2.21146	-0.94516	0
251.4	2.22224	-0.945166	0
251.5	2.21633	-0.94678	0
251.6	2.21156	-0.947671	0
251.7	2.13553	-0.941248	0
251.8	2.12034	-0.935921	0
251.9	2.12329	-0.935297	0
252	2.18893	-0.930733	0
252.1	2.32953	-0.937322	0
252.2	2.2501	-0.94292	0
252.3	2.33513	-0.921165	0
252.4	2.63758	-0.8382	0
252.5	3.01323	-0.820954	0
252.6	3.18288	-0.799351	0
252.7	3.5205	-0.725296	0
252.8	3.55667	-0.668155	0
252.9	3.79181	-0.611866	0
253	3.87943	-0.644312	0
253.1	3.63442	-0.731509	0
253.2	3.56313	-0.763075	0
253.3	3.58783	-0.722046	0
253.4	3.58295	-0.71619	0
253.5	3.50651	-0.723607	0
253.6	3.53103	-0.69448	0
253.7	3.64981	-0.650507	0
253.8	3.529	-0.672952	0
253.9	3.43635	-0.735181	0
254	3.42607	-0.736192	0
254.1	3.36449	-0.723077	0
254.2	3.40041	-0.710345	0
254.3	3.41989	-0.683734	0
254.4	3.44814	-0.666977	0
254.5	3.39896	-0.691705	0
254.6	3.34043	-0.701553	0
254.7	3.29449	-0.735047	0
254.8	3.24832	-0.775698	0
254.9	3.37464	-0.720151	0
255	3.34997	-0.658377	0
255.1	3.39506	-0.654783	0
255.2	3.3742	-0.684602	0
255.3	3.40058	-0.757815	0
255.4	3.42174	-0.757101	0
255.5	3.17221	-0.780713	0
255.6	3.1189	-0.753785	0
255.7	3.11699	-0.717386	0
