Index	RecordTime	VideoTime	MI
952	95.2	232.9	5.26488
953	95.3	233	5.73074
954	95.4	233.1	5.35474
955	95.5	233.2	5.68376
956	95.6	233.3	5.08358
957	95.7	233.4	5.35138
958	95.8	233.5	5.02907
959	95.9	233.6	5.62903
960	96	233.7	4.98046
961	96.1	233.8	5.43765
962	96.2	233.9	5.14445
963	96.3	234	6.32162
964	96.4	234.1	5.56619
965	96.5	234.2	6.12332
966	96.6	234.3	5.9449
967	96.7	234.4	7.69857
968	96.8	234.5	6.41591
969	96.9	234.6	8.11885
970	97	234.7	6.81365
971	97.1	234.8	8.0598
972	97.2	234.9	6.80953
973	97.3	235	8.21183
974	97.4	235.1	5.74094
975	97.5	235.2	7.31294
976	97.6	235.3	5.54459
977	97.7	235.4	6.47828
978	97.8	235.5	4.78058
979	97.9	235.6	5.29697
980	98	235.7	5.70316
981	98.1	235.8	4.30675
982	98.2	235.9	5.53119
983	98.3	236	5.30623
984	98.4	236.1	5.68229
985	98.5	236.2	5.26385
986	98.6	236.3	4.42953
987	98.7	236.4	5.82475
988	98.8	236.5	4.77704
989	98.9	236.6	5.39868
990	99	236.7	4.79625
991	99.1	236.8	5.08367
992	99.2	236.9	5.36267
993	99.3	237	4.74261
994	99.4	237.1	5.77668
995	99.5	237.2	5.20626
996	99.6	237.3	6.25401
997	99.7	237.4	6.83583
998	99.8	237.5	6.61329
999	99.9	237.6	8.249
1000	100	237.7	6.39439
1001	100.1	237.8	7.58564
1002	100.2	237.9	6.15225
1003	100.3	238	6.04341
1004	100.4	238.1	7.1805
1005	100.5	238.2	7.12022
1006	100.6	238.3	5.23499
1007	100.7	238.4	7.02801
1008	100.8	238.5	5.40286
1009	100.9	238.6	6.71822
1010	101	238.7	5.47345
1011	101.1	238.8	6.14622
1012	101.2	238.9	4.96282
1013	101.3	239	6.19706
1014	101.4	239.1	4.4176
1015	101.5	239.2	4.89208
1016	101.6	239.3	5.90379
1017	101.7	239.4	4.39654
1018	101.8	239.5	5.60006
1019	101.9	239.6	5.97396
1020	102	239.7	4.54939
1021	102.1	239.8	5.17008
1022	102.2	239.9	4.34487
1023	102.3	240	5.5068
1024	102.4	240.1	4.69187
1025	102.5	240.2	5.54895
1026	102.6	240.3	4.29093
1027	102.7	240.4	4.61786
1028	102.8	240.5	5.40833
1029	102.9	240.6	4.70934
1030	103	240.7	5.22518
1031	103.1	240.8	6.37999
1032	103.2	240.9	5.59178
1033	103.3	241	6.0779
1034	103.4	241.1	5.27416
1035	103.5	241.2	6.89692
1036	103.6	241.3	5.97994
1037	103.7	241.4	6.86256
1038	103.8	241.5	6.34643
1039	103.9	241.6	6.32905
1040	104	241.7	6.11786
1041	104.1	241.8	6.16535
1042	104.2	241.9	5.82316
1043	104.3	242	6.30518
1044	104.4	242.1	7.50581
1045	104.5	242.2	6.27833
1046	104.6	242.3	5.12638
1047	104.7	242.4	7.06505
1048	104.8	242.5	6.07854
1049	104.9	242.6	5.63298
1050	105	242.7	6.1859
1051	105.1	242.8	6.21334
1052	105.2	242.9	5.96872
1053	105.3	243	5.47324
1054	105.4	243.1	8.05774
1055	105.5	243.2	8.81029
1056	105.6	243.3	6.34344
1057	105.7	243.4	7.252
1058	105.8	243.5	8.84862
1059	105.9	243.6	6.91885
1060	106	243.7	9.57509
1061	106.1	243.8	8.72899
1062	106.2	243.9	6.04113
1063	106.3	244	8.61834
1064	106.4	244.1	6.42763
1065	106.5	244.2	5.89956
1066	106.6	244.3	7.77152
1067	106.7	244.4	6.92933
1068	106.8	244.5	7.42302
1069	106.9	244.6	5.76975
1070	107	244.7	7.71836
1071	107.1	244.8	6.43678
1072	107.2	244.9	7.0503
1073	107.3	245	5.8417
1074	107.4	245.1	6.82889
1075	107.5	245.2	5.73769
1076	107.6	245.3	6.78999
1077	107.7	245.4	5.86156
1078	107.8	245.5	7.58785
1079	107.9	245.6	6.08636
1080	108	245.7	6.99205
1081	108.1	245.8	5.77794
1082	108.2	245.9	6.92437
1083	108.3	246	6.55208
1084	108.4	246.1	7.31291
1085	108.5	246.2	6.73285
1086	108.6	246.3	7.03531
1087	108.7	246.4	6.46192
1088	108.8	246.5	7.47382
1089	108.9	246.6	6.54749
1090	109	246.7	6.66324
1091	109.1	246.8	5.86654
1092	109.2	246.9	6.79244
1093	109.3	247	5.70407
1094	109.4	247.1	6.43718
1095	109.5	247.2	5.50117
1096	109.6	247.3	6.13245
1097	109.7	247.4	4.47494
1098	109.8	247.5	5.59049
1099	109.9	247.6	4.67629
1100	110	247.7	5.34945
1101	110.1	247.8	4.75993
1102	110.2	247.9	5.27797
1103	110.3	248	4.57328
1104	110.4	248.1	5.08816
1105	110.5	248.2	4.97216
1106	110.6	248.3	5.53743
1107	110.7	248.4	4.74058
1108	110.8	248.5	5.70532
1109	110.9	248.6	4.55143
1110	111	248.7	4.80946
1111	111.1	248.8	4.93296
1112	111.2	248.9	4.89074
1113	111.3	249	4.17823
1114	111.4	249.1	5.07671
1115	111.5	249.2	4.3508
1116	111.6	249.3	4.50011
1117	111.7	249.4	3.50834
1118	111.8	249.5	4.12864
1119	111.9	249.6	3.9644
1120	112	249.7	4.24332
1121	112.1	249.8	3.5428
1122	112.2	249.9	3.92972
1123	112.3	250	4.02752
1124	112.4	250.1	3.7124
1125	112.5	250.2	4.41559
1126	112.6	250.3	3.90286
1127	112.7	250.4	4.76309
1128	112.8	250.5	4.19187
1129	112.9	250.6	5.22564
1130	113	250.7	4.21548
1131	113.1	250.8	5.91421
1132	113.2	250.9	5.53766
1133	113.3	251	6.94409
1134	113.4	251.1	6.81851
1135	113.5	251.2	7.3507
1136	113.6	251.3	6.55275
1137	113.7	251.4	9.04068
1138	113.8	251.5	7.12848
1139	113.9	251.6	8.20837
1140	114	251.7	6.31535
1141	114.1	251.8	8.16414
1142	114.2	251.9	6.52523
1143	114.3	252	7.82631
1144	114.4	252.1	6.39397
1145	114.5	252.2	7.14559
1146	114.6	252.3	6.17887
1147	114.7	252.4	6.92617
1148	114.8	252.5	5.63288
1149	114.9	252.6	6.72435
1150	115	252.7	5.70097
1151	115.1	252.8	7.35621
1152	115.2	252.9	5.94168
1153	115.3	253	6.60941
1154	115.4	253.1	7.39815
1155	115.5	253.2	7.27228
1156	115.6	253.3	6.31851
1157	115.7	253.4	6.06571
1158	115.8	253.5	6.03559
1159	115.9	253.6	5.70379
1160	116	253.7	6.70548
1161	116.1	253.8	6.4667
1162	116.2	253.9	5.40202
1163	116.3	254	7.49214
1164	116.4	254.1	6.28274
1165	116.5	254.2	5.09369
1166	116.6	254.3	7.71302
1167	116.7	254.4	6.89188
1168	116.8	254.5	4.74586
1169	116.9	254.6	4.84637
1170	117	254.7	5.58843
1171	117.1	254.8	5.56127
1172	117.2	254.9	4.82505
1173	117.3	255	6.18216
1174	117.4	255.1	5.00215
1175	117.5	255.2	5.02942
1176	117.6	255.3	6.26644
1177	117.7	255.4	5.82515
1178	117.8	255.5	7.5108
1179	117.9	255.6	6.80371
1180	118	255.7	5.65049
1181	118.1	255.8	5.9996
1182	118.2	255.9	6.92609
1183	118.3	256	7.62922
1184	118.4	256.1	5.59839
1185	118.5	256.2	8.02242
1186	118.6	256.3	6.72212
1187	118.7	256.4	6.29111
1188	118.8	256.5	7.49321
1189	118.9	256.6	6.60488
1190	119	256.7	6.32325
1191	119.1	256.8	5.65379
1192	119.2	256.9	6.15203
1193	119.3	257	5.64123
1194	119.4	257.1	5.88885
1195	119.5	257.2	6.32893
1196	119.6	257.3	4.98072
1197	119.7	257.4	8.54232
1198	119.8	257.5	6.97152
1199	119.9	257.6	6.63719
1200	120	257.7	6.37337
1201	120.1	257.8	5.80594
1202	120.2	257.9	4.81918
1203	120.3	258	5.4214
1204	120.4	258.1	5.9245
1205	120.5	258.2	5.08203
1206	120.6	258.3	5.59252
1207	120.7	258.4	5.94472
1208	120.8	258.5	5.07368
1209	120.9	258.6	5.08594
1210	121	258.7	5.47333
1211	121.1	258.8	5.48504
1212	121.2	258.9	5.24329
1213	121.3	259	5.60799
1214	121.4	259.1	5.62103
1215	121.5	259.2	6.10433
1216	121.6	259.3	4.90073
1217	121.7	259.4	4.73651
1218	121.8	259.5	5.44908
1219	121.9	259.6	5.48918
1220	122	259.7	4.79226
1221	122.1	259.8	4.7972
1222	122.2	259.9	5.03731
1223	122.3	260	4.75549
1224	122.4	260.1	4.88157
1225	122.5	260.2	3.97218
1226	122.6	260.3	5.03229
1227	122.7	260.4	5.7239
1228	122.8	260.5	4.55337
1229	122.9	260.6	5.41105
1230	123	260.7	5.00707
1231	123.1	260.8	6.23018
1232	123.2	260.9	5.08284
1233	123.3	261	5.8835
1234	123.4	261.1	5.58807
1235	123.5	261.2	6.92077
1236	123.6	261.3	6.34806
1237	123.7	261.4	7.52262
1238	123.8	261.5	6.11653
1239	123.9	261.6	6.03247
1240	124	261.7	6.74108
1241	124.1	261.8	6.77723
1242	124.2	261.9	5.24491
1243	124.3	262	8.19409
1244	124.4	262.1	6.68805
1245	124.5	262.2	5.97259
1246	124.6	262.3	6.97148
1247	124.7	262.4	6.64437
1248	124.8	262.5	5.98814
1249	124.9	262.6	7.55096
1250	125	262.7	5.7877
1251	125.1	262.8	5.7835
1252	125.2	262.9	6.89489
1253	125.3	263	6.92881
1254	125.4	263.1	5.44663
1255	125.5	263.2	6.79225
1256	125.6	263.3	5.69634
1257	125.7	263.4	6.09136
1258	125.8	263.5	5.16511
1259	125.9	263.6	5.75884
1260	126	263.7	6.64243
1261	126.1	263.8	6.23631
1262	126.2	263.9	5.11533
1263	126.3	264	6.72235
1264	126.4	264.1	5.45188
1265	126.5	264.2	4.80306
1266	126.6	264.3	5.47261
1267	126.7	264.4	5.94689
1268	126.8	264.5	4.42437
1269	126.9	264.6	5.30986
1270	127	264.7	4.1437
1271	127.1	264.8	4.36563
1272	127.2	264.9	5.10726
1273	127.3	265	6.36868
1274	127.4	265.1	5.44416
1275	127.5	265.2	7.1927
1276	127.6	265.3	5.2396
1277	127.7	265.4	5.38938
1278	127.8	265.5	6.96056
1279	127.9	265.6	7.28049
1280	128	265.7	6.13305
1281	128.1	265.8	7.04567
1282	128.2	265.9	6.046
1283	128.3	266	6.441
1284	128.4	266.1	6.46648
1285	128.5	266.2	7.00679
1286	128.6	266.3	6.56367
1287	128.7	266.4	8.05551
1288	128.8	266.5	6.09633
1289	128.9	266.6	5.36968
1290	129	266.7	6.28626
1291	129.1	266.8	6.38458
1292	129.2	266.9	5.54714
1293	129.3	267	6.34169
1294	129.4	267.1	5.93924
1295	129.5	267.2	6.84559
1296	129.6	267.3	7.52456
1297	129.7	267.4	6.14253
1298	129.8	267.5	5.34386
1299	129.9	267.6	6.71349
1300	130	267.7	5.56098
1301	130.1	267.8	6.30276
1302	130.2	267.9	5.03127
1303	130.3	268	6.77782
1304	130.4	268.1	5.14964
1305	130.5	268.2	5.7867
1306	130.6	268.3	6.95896
1307	130.7	268.4	7.68785
1308	130.8	268.5	6.01157
1309	130.9	268.6	7.04266
1310	131	268.7	5.99327
1311	131.1	268.8	6.93802
1312	131.2	268.9	6.23206
1313	131.3	269	6.71053
1314	131.4	269.1	5.58429
1315	131.5	269.2	7.30379
1316	131.6	269.3	6.54964
1317	131.7	269.4	8.07897
1318	131.8	269.5	7.20031
1319	131.9	269.6	7.42042
1320	132	269.7	5.93753
1321	132.1	269.8	7.30633
1322	132.2	269.9	5.68388
1323	132.3	270	7.01306
1324	132.4	270.1	6.70848
1325	132.5	270.2	7.1397
1326	132.6	270.3	9.1039
1327	132.7	270.4	8.33507
1328	132.8	270.5	6.79193
1329	132.9	270.6	8.10252
1330	133	270.7	7.71602
1331	133.1	270.8	8.12806
1332	133.2	270.9	8.96956
1333	133.3	271	7.42656
1334	133.4	271.1	6.42042
1335	133.5	271.2	7.22775
1336	133.6	271.3	9.0746
1337	133.7	271.4	6.38662
1338	133.8	271.5	7.35454
1339	133.9	271.6	7.29401
1340	134	271.7	5.72026
1341	134.1	271.8	5.70355
1342	134.2	271.9	6.90466
1343	134.3	272	6.55947
1344	134.4	272.1	5.52555
1345	134.5	272.2	6.45393
1346	134.6	272.3	5.53772
1347	134.7	272.4	5.68315
1348	134.8	272.5	5.58729
1349	134.9	272.6	5.81401
1350	135	272.7	5.16372
1351	135.1	272.8	5.62363
1352	135.2	272.9	5.24349
1353	135.3	273	5.62731
1354	135.4	273.1	6.2534
1355	135.5	273.2	5.78896
1356	135.6	273.3	5.80983
1357	135.7	273.4	6.7924
1358	135.8	273.5	4.15616
1359	135.9	273.6	5.44124
1360	136	273.7	6.40897
1361	136.1	273.8	5.95406
1362	136.2	273.9	5.89135
1363	136.3	274	7.32003
1364	136.4	274.1	5.43824
1365	136.5	274.2	5.11674
1366	136.6	274.3	6.81193
1367	136.7	274.4	5.46427
1368	136.8	274.5	6.5676
1369	136.9	274.6	6.33746
1370	137	274.7	6.17364
1371	137.1	274.8	7.58433
1372	137.2	274.9	5.04543
1373	137.3	275	6.92607
1374	137.4	275.1	6.0841
1375	137.5	275.2	6.35443
1376	137.6	275.3	7.94664
1377	137.7	275.4	6.88001
1378	137.8	275.5	8.39678
1379	137.9	275.6	8.65454
1380	138	275.7	6.53339
1381	138.1	275.8	7.18085
1382	138.2	275.9	7.68257
1383	138.3	276	8.42835
1384	138.4	276.1	6.64111
1385	138.5	276.2	7.33987
1386	138.6	276.3	8.28989
1387	138.7	276.4	8.12564
1388	138.8	276.5	6.48847
1389	138.9	276.6	5.81035
1390	139	276.7	6.36677
1391	139.1	276.8	7.32537
1392	139.2	276.9	6.48922
1393	139.3	277	6.3324
1394	139.4	277.1	7.18171
1395	139.5	277.2	6.66499
1396	139.6	277.3	6.04703
1397	139.7	277.4	6.11092
1398	139.8	277.5	6.2831
1399	139.9	277.6	5.66296
1400	140	277.7	5.38223
1401	140.1	277.8	5.14157
1402	140.2	277.9	5.4942
1403	140.3	278	5.36547
1404	140.4	278.1	4.50771
1405	140.5	278.2	4.86654
1406	140.6	278.3	5.31882
1407	140.7	278.4	5.34666
1408	140.8	278.5	4.86641
1409	140.9	278.6	5.59991
1410	141	278.7	4.8252
1411	141.1	278.8	6.38235
1412	141.2	278.9	5.99229
1413	141.3	279	7.04128
1414	141.4	279.1	5.48712
1415	141.5	279.2	6.62664
1416	141.6	279.3	5.55154
1417	141.7	279.4	7.80357
1418	141.8	279.5	6.07929
1419	141.9	279.6	6.99794
1420	142	279.7	5.32639
1421	142.1	279.8	7.0327
1422	142.2	279.9	5.12109
1423	142.3	280	6.67475
1424	142.4	280.1	5.30828
1425	142.5	280.2	5.93807
1426	142.6	280.3	4.75187
1427	142.7	280.4	6.00299
1428	142.8	280.5	4.48192
1429	142.9	280.6	6.08994
1430	143	280.7	4.67236
1431	143.1	280.8	5.86769
1432	143.2	280.9	4.76943
1433	143.3	281	6.10922
1434	143.4	281.1	5.4269
1435	143.5	281.2	6.4714
1436	143.6	281.3	5.1024
1437	143.7	281.4	6.0937
1438	143.8	281.5	4.81198
1439	143.9	281.6	6.72475
1440	144	281.7	5.48786
1441	144.1	281.8	6.48298
1442	144.2	281.9	5.17963
1443	144.3	282	6.81972
1444	144.4	282.1	5.3673
1445	144.5	282.2	6.62448
1446	144.6	282.3	5.45671
1447	144.7	282.4	6.80905
1448	144.8	282.5	5.10664
1449	144.9	282.6	6.98892
1450	145	282.7	4.80882
1451	145.1	282.8	5.49672
1452	145.2	282.9	5.80567
1453	145.3	283	6.27811
1454	145.4	283.1	4.42574
1455	145.5	283.2	7.01658
1456	145.6	283.3	4.98505
1457	145.7	283.4	4.52791
1458	145.8	283.5	5.98463
1459	145.9	283.6	6.49986
1460	146	283.7	6.55577
1461	146.1	283.8	4.39854
1462	146.2	283.9	5.03576
1463	146.3	284	4.60936
1464	146.4	284.1	5.15805
1465	146.5	284.2	4.42035
1466	146.6	284.3	4.72984
1467	146.7	284.4	4.83018
1468	146.8	284.5	5.38616
1469	146.9	284.6	4.75698
1470	147	284.7	5.22089
1471	147.1	284.8	5.06817
1472	147.2	284.9	4.55182
1473	147.3	285	4.39944
1474	147.4	285.1	5.54798
1475	147.5	285.2	4.59848
1476	147.6	285.3	5.31518
1477	147.7	285.4	4.75852
1478	147.8	285.5	4.69286
1479	147.9	285.6	4.7826
1480	148	285.7	5.07324
1481	148.1	285.8	4.47803
1482	148.2	285.9	5.26992
1483	148.3	286	5.11043
1484	148.4	286.1	5.57219
1485	148.5	286.2	5.34263
1486	148.6	286.3	6.93019
1487	148.7	286.4	6.00645
1488	148.8	286.5	6.52107
1489	148.9	286.6	6.79029
1490	149	286.7	7.76154
1491	149.1	286.8	5.86381
1492	149.2	286.9	6.46893
1493	149.3	287	8.17029
1494	149.4	287.1	8.4089
1495	149.5	287.2	6.37061
1496	149.6	287.3	8.35879
1497	149.7	287.4	7.04484
1498	149.8	287.5	6.52176
1499	149.9	287.6	7.84703
1500	150	287.7	7.84373
1501	150.1	287.8	6.53385
1502	150.2	287.9	6.17647
1503	150.3	288	6.47395
1504	150.4	288.1	5.97359
1505	150.5	288.2	6.22528
1506	150.6	288.3	6.27301
1507	150.7	288.4	6.38038
1508	150.8	288.5	7.49277
1509	150.9	288.6	6.15791
1510	151	288.7	7.45525
1511	151.1	288.8	5.79048
1512	151.2	288.9	5.51187
1513	151.3	289	6.39601
1514	151.4	289.1	5.80995
1515	151.5	289.2	6.45801
1516	151.6	289.3	8.29805
1517	151.7	289.4	5.95642
1518	151.8	289.5	5.781
1519	151.9	289.6	7.42472
1520	152	289.7	6.77815
1521	152.1	289.8	5.29229
1522	152.2	289.9	6.27402
1523	152.3	290	5.55978
1524	152.4	290.1	5.54421
1525	152.5	290.2	6.77498
1526	152.6	290.3	6.95087
1527	152.7	290.4	5.60363
1528	152.8	290.5	7.44686
1529	152.9	290.6	5.2648
1530	153	290.7	6.11953
1531	153.1	290.8	4.96423
1532	153.2	290.9	5.74357
1533	153.3	291	4.91363
1534	153.4	291.1	4.10177
1535	153.5	291.2	6.08602
1536	153.6	291.3	5.72003
1537	153.7	291.4	4.32796
1538	153.8	291.5	5.11179
1539	153.9	291.6	5.46606
1540	154	291.7	5.23272
1541	154.1	291.8	5.34878
1542	154.2	291.9	5.90059
1543	154.3	292	4.89074
1544	154.4	292.1	4.67875
1545	154.5	292.2	5.35116
1546	154.6	292.3	4.71472
1547	154.7	292.4	6.0171
1548	154.8	292.5	5.49637
1549	154.9	292.6	4.68929
1550	155	292.7	5.17474
1551	155.1	292.8	5.69974
1552	155.2	292.9	6.30215
1553	155.3	293	6.50365
1554	155.4	293.1	8.71285
1555	155.5	293.2	5.23875
1556	155.6	293.3	7.09214
1557	155.7	293.4	6.22009
1558	155.8	293.5	6.45943
1559	155.9	293.6	6.13764
1560	156	293.7	7.56657
1561	156.1	293.8	5.00656
1562	156.2	293.9	6.19601
1563	156.3	294	5.67943
1564	156.4	294.1	5.84643
1565	156.5	294.2	5.01227
1566	156.6	294.3	6.792
1567	156.7	294.4	6.0361
1568	156.8	294.5	6.37356
1569	156.9	294.6	4.84913
1570	157	294.7	6.6248
1571	157.1	294.8	5.07571
1572	157.2	294.9	5.64987
1573	157.3	295	5.13318
1574	157.4	295.1	4.8014
1575	157.5	295.2	6.11233
1576	157.6	295.3	5.20516
1577	157.7	295.4	6.07589
1578	157.8	295.5	5.92353
1579	157.9	295.6	5.03103
1580	158	295.7	5.6454
1581	158.1	295.8	4.80787
1582	158.2	295.9	5.60803
1583	158.3	296	5.3353
1584	158.4	296.1	5.61048
1585	158.5	296.2	5.31171
1586	158.6	296.3	5.73528
1587	158.7	296.4	5.56651
1588	158.8	296.5	5.96609
1589	158.9	296.6	4.85694
1590	159	296.7	5.09724
1591	159.1	296.8	4.7922
1592	159.2	296.9	5.29505
1593	159.3	297	4.65234
1594	159.4	297.1	5.40529
1595	159.5	297.2	5.19112
1596	159.6	297.3	6.0346
1597	159.7	297.4	5.10255
1598	159.8	297.5	5.8091
1599	159.9	297.6	5.46174
1600	160	297.7	5.71352
1601	160.1	297.8	4.84557
1602	160.2	297.9	5.71163
1603	160.3	298	5.47836
1604	160.4	298.1	5.71849
1605	160.5	298.2	4.94092
1606	160.6	298.3	5.67681
1607	160.7	298.4	5.40352
1608	160.8	298.5	5.44803
1609	160.9	298.6	4.92979
1610	161	298.7	5.77598
1611	161.1	298.8	5.20342
1612	161.2	298.9	6.55273
1613	161.3	299	5.65307
1614	161.4	299.1	6.78716
1615	161.5	299.2	6.07395
1616	161.6	299.3	6.75147
1617	161.7	299.4	5.32949
1618	161.8	299.5	5.52352
1619	161.9	299.6	7.39027
1620	162	299.7	7.03664
1621	162.1	299.8	5.61065
1622	162.2	299.9	6.00248
1623	162.3	300	5.29527
1624	162.4	300.1	6.09583
1625	162.5	300.2	5.10873
1626	162.6	300.3	6.40508
1627	162.7	300.4	5.0666
1628	162.8	300.5	5.61738
1629	162.9	300.6	4.42359
1630	163	300.7	5.26608
1631	163.1	300.8	5.07966
1632	163.2	300.9	5.71074
1633	163.3	301	4.5288
1634	163.4	301.1	6.09008
1635	163.5	301.2	5.57798
1636	163.6	301.3	5.26692
1637	163.7	301.4	4.32363
1638	163.8	301.5	4.8108
1639	163.9	301.6	4.58603
1640	164	301.7	5.50711
1641	164.1	301.8	4.3575
1642	164.2	301.9	4.90506
1643	164.3	302	4.81018
1644	164.4	302.1	4.93022
1645	164.5	302.2	4.33905
1646	164.6	302.3	5.38237
1647	164.7	302.4	4.61041
1648	164.8	302.5	5.03152
1649	164.9	302.6	4.43198
1650	165	302.7	4.86643
1651	165.1	302.8	4.64428
1652	165.2	302.9	6.27726
1653	165.3	303	5.27072
1654	165.4	303.1	6.50489
1655	165.5	303.2	6.18958
1656	165.6	303.3	7.40341
1657	165.7	303.4	6.10041
1658	165.8	303.5	8.48758
1659	165.9	303.6	6.49643
1660	166	303.7	5.00403
1661	166.1	303.8	6.98167
1662	166.2	303.9	6.90604
1663	166.3	304	6.03076
1664	166.4	304.1	7.38141
1665	166.5	304.2	5.95253
1666	166.6	304.3	5.46527
1667	166.7	304.4	7.44239
1668	166.8	304.5	6.18972
1669	166.9	304.6	7.69619
1670	167	304.7	7.50723
1671	167.1	304.8	7.09371
1672	167.2	304.9	6.77045
1673	167.3	305	5.98355
1674	167.4	305.1	6.43676
1675	167.5	305.2	6.10988
1676	167.6	305.3	6.20605
1677	167.7	305.4	6.25552
1678	167.8	305.5	5.3299
1679	167.9	305.6	6.33918
1680	168	305.7	6.17649
1681	168.1	305.8	5.44236
1682	168.2	305.9	5.68841
1683	168.3	306	5.22152
1684	168.4	306.1	5.50648
1685	168.5	306.2	4.99688
1686	168.6	306.3	5.15241
1687	168.7	306.4	6.00075
1688	168.8	306.5	5.32148
1689	168.9	306.6	6.14941
1690	169	306.7	5.8851
1691	169.1	306.8	5.22127
1692	169.2	306.9	6.16377
1693	169.3	307	5.13285
1694	169.4	307.1	5.75243
1695	169.5	307.2	4.68036
1696	169.6	307.3	4.85615
1697	169.7	307.4	5.38883
1698	169.8	307.5	5.25431
1699	169.9	307.6	4.87472
1700	170	307.7	5.68094
1701	170.1	307.8	4.63757
1702	170.2	307.9	4.80072
1703	170.3	308	5.48343
1704	170.4	308.1	5.24372
1705	170.5	308.2	5.61459
1706	170.6	308.3	6.07735
1707	170.7	308.4	5.47619
1708	170.8	308.5	6.07512
1709	170.9	308.6	4.91026
1710	171	308.7	5.68329
1711	171.1	308.8	5.11131
1712	171.2	308.9	4.77076
1713	171.3	309	5.5465
1714	171.4	309.1	4.88692
1715	171.5	309.2	6.00599
1716	171.6	309.3	6.34271
1717	171.7	309.4	4.55851
1718	171.8	309.5	5.53583
1719	171.9	309.6	5.45728
1720	172	309.7	5.30363
1721	172.1	309.8	5.00168
1722	172.2	309.9	6.04004
1723	172.3	310	5.49083
1724	172.4	310.1	5.23479
1725	172.5	310.2	5.582
1726	172.6	310.3	4.81559
1727	172.7	310.4	5.47907
1728	172.8	310.5	5.60347
1729	172.9	310.6	4.91039
1730	173	310.7	5.14227
1731	173.1	310.8	5.46787
1732	173.2	310.9	6.00381
1733	173.3	311	4.48217
1734	173.4	311.1	5.36728
1735	173.5	311.2	4.86386
1736	173.6	311.3	4.42437
1737	173.7	311.4	5.28589
1738	173.8	311.5	4.2795
1739	173.9	311.6	5.11231
1740	174	311.7	4.8255
1741	174.1	311.8	4.27594
1742	174.2	311.9	5.45319
1743	174.3	312	4.671
1744	174.4	312.1	5.55309
1745	174.5	312.2	4.38625
1746	174.6	312.3	5.33553
1747	174.7	312.4	5.12852
1748	174.8	312.5	5.76496
1749	174.9	312.6	5.01912
1750	175	312.7	5.91566
1751	175.1	312.8	5.62596
1752	175.2	312.9	5.97774
1753	175.3	313	5.28622
1754	175.4	313.1	7.91212
1755	175.5	313.2	6.71101
1756	175.6	313.3	8.49456
1757	175.7	313.4	7.26183
1758	175.8	313.5	10.0624
1759	175.9	313.6	8.23863
1760	176	313.7	9.22406
1761	176.1	313.8	8.33892
1762	176.2	313.9	10.1347
1763	176.3	314	8.36713
1764	176.4	314.1	9.33706
1765	176.5	314.2	7.78771
1766	176.6	314.3	11.0147
1767	176.7	314.4	7.85929
1768	176.8	314.5	9.42847
1769	176.9	314.6	8.10434
1770	177	314.7	9.82458
1771	177.1	314.8	7.91337
1772	177.2	314.9	10.1931
1773	177.3	315	7.59681
1774	177.4	315.1	8.48681
1775	177.5	315.2	6.85411
1776	177.6	315.3	8.19407
1777	177.7	315.4	7.11113
1778	177.8	315.5	8.38732
1779	177.9	315.6	6.58714
1780	178	315.7	7.50429
1781	178.1	315.8	5.89736
1782	178.2	315.9	7.24766
1783	178.3	316	6.01196
1784	178.4	316.1	6.70385
1785	178.5	316.2	5.66247
1786	178.6	316.3	7.11771
1787	178.7	316.4	5.9502
1788	178.8	316.5	6.89315
1789	178.9	316.6	5.38529
1790	179	316.7	5.50401
1791	179.1	316.8	7.07299
1792	179.2	316.9	5.96865
1793	179.3	317	6.58831
1794	179.4	317.1	5.57806
1795	179.5	317.2	6.42998
1796	179.6	317.3	5.63836
1797	179.7	317.4	6.69116
1798	179.8	317.5	5.63782
1799	179.9	317.6	6.40331
1800	180	317.7	5.6009
1801	180.1	317.8	6.63918
1802	180.2	317.9	6.43916
1803	180.3	318	7.30777
1804	180.4	318.1	5.75241
1805	180.5	318.2	6.86508
1806	180.6	318.3	6.03194
1807	180.7	318.4	6.91072
1808	180.8	318.5	5.93075
1809	180.9	318.6	7.26731
1810	181	318.7	6.42972
1811	181.1	318.8	7.43694
1812	181.2	318.9	6.10681
1813	181.3	319	8.34209
1814	181.4	319.1	6.19636
1815	181.5	319.2	7.23395
1816	181.6	319.3	5.68627
1817	181.7	319.4	7.46728
1818	181.8	319.5	6.02133
1819	181.9	319.6	7.28508
1820	182	319.7	5.78665
1821	182.1	319.8	6.79284
1822	182.2	319.9	5.35931
1823	182.3	320	7.41425
1824	182.4	320.1	5.69453
1825	182.5	320.2	6.96727
1826	182.6	320.3	5.48103
1827	182.7	320.4	6.97911
1828	182.8	320.5	5.77829
1829	182.9	320.6	6.6811
1830	183	320.7	4.94583
1831	183.1	320.8	6.60672
1832	183.2	320.9	5.42632
1833	183.3	321	5.67066
1834	183.4	321.1	4.88643
1835	183.5	321.2	5.6145
1836	183.6	321.3	4.57041
1837	183.7	321.4	6.17301
1838	183.8	321.5	4.93696
1839	183.9	321.6	5.39352
1840	184	321.7	4.79557
1841	184.1	321.8	4.68629
1842	184.2	321.9	4.50409
1843	184.3	322	4.90047
1844	184.4	322.1	4.00193
1845	184.5	322.2	5.2385
1846	184.6	322.3	4.51249
1847	184.7	322.4	4.97735
1848	184.8	322.5	5.76088
1849	184.9	322.6	4.99006
1850	185	322.7	4.22354
