Index	RecordTime	VideoTime	MI
1851	185.1	322.8	6.27431
1852	185.2	322.9	4.57292
1853	185.3	323	4.91331
1854	185.4	323.1	4.71242
1855	185.5	323.2	6.36348
1856	185.6	323.3	4.58334
1857	185.7	323.4	4.33586
1858	185.8	323.5	6.20873
1859	185.9	323.6	5.70403
1860	186	323.7	6.71761
1861	186.1	323.8	6.31599
1862	186.2	323.9	5.15748
1863	186.3	324	5.56163
1864	186.4	324.1	5.03333
1865	186.5	324.2	5.00104
1866	186.6	324.3	6.05481
1867	186.7	324.4	6.09594
1868	186.8	324.5	5.25828
1869	186.9	324.6	5.48511
1870	187	324.7	6.34925
1871	187.1	324.8	5.18343
1872	187.2	324.9	6.69898
1873	187.3	325	6.04291
1874	187.4	325.1	5.11531
1875	187.5	325.2	6.49408
1876	187.6	325.3	4.60061
1877	187.7	325.4	5.20165
1878	187.8	325.5	4.49869
1879	187.9	325.6	5.6061
1880	188	325.7	4.11026
1881	188.1	325.8	6.26711
1882	188.2	325.9	5.29021
1883	188.3	326	6.11743
1884	188.4	326.1	4.24744
1885	188.5	326.2	5.76405
1886	188.6	326.3	4.09145
1887	188.7	326.4	5.4471
1888	188.8	326.5	4.14146
1889	188.9	326.6	5.26487
1890	189	326.7	4.02893
1891	189.1	326.8	5.087
1892	189.2	326.9	4.21407
1893	189.3	327	5.21147
1894	189.4	327.1	4.94769
1895	189.5	327.2	5.93833
1896	189.6	327.3	4.60446
1897	189.7	327.4	5.98173
1898	189.8	327.5	5.57764
1899	189.9	327.6	5.53144
1900	190	327.7	6.6991
1901	190.1	327.8	5.13846
1902	190.2	327.9	6.49685
1903	190.3	328	6.7252
1904	190.4	328.1	6.09042
1905	190.5	328.2	6.81477
1906	190.6	328.3	5.62342
1907	190.7	328.4	7.20638
1908	190.8	328.5	6.60419
1909	190.9	328.6	7.37641
1910	191	328.7	5.77157
1911	191.1	328.8	6.65664
1912	191.2	328.9	0.192786
1913	191.3	329	7.50198
1914	191.4	329.1	7.88028
1915	191.5	329.2	5.90051
1916	191.6	329.3	7.05849
1917	191.7	329.4	8.12616
1918	191.8	329.5	6.24281
1919	191.9	329.6	6.44831
1920	192	329.7	7.79571
1921	192.1	329.8	7.18913
1922	192.2	329.9	5.77427
1923	192.3	330	7.19403
1924	192.4	330.1	6.37895
1925	192.5	330.2	6.46227
1926	192.6	330.3	5.92316
1927	192.7	330.4	7.05779
1928	192.8	330.5	5.72587
1929	192.9	330.6	7.16717
1930	193	330.7	6.12112
1931	193.1	330.8	6.71057
1932	193.2	330.9	4.89484
1933	193.3	331	5.94104
1934	193.4	331.1	5.41589
1935	193.5	331.2	6.8843
1936	193.6	331.3	5.926
1937	193.7	331.4	6.4742
1938	193.8	331.5	5.08729
1939	193.9	331.6	6.36294
1940	194	331.7	5.16026
1941	194.1	331.8	5.8396
1942	194.2	331.9	4.78136
1943	194.3	332	5.98164
1944	194.4	332.1	4.9622
1945	194.5	332.2	5.91975
1946	194.6	332.3	5.25372
1947	194.7	332.4	6.43093
1948	194.8	332.5	4.88687
1949	194.9	332.6	6.80161
1950	195	332.7	6.05909
1951	195.1	332.8	6.99234
1952	195.2	332.9	6.76599
1953	195.3	333	8.13356
1954	195.4	333.1	5.03887
1955	195.5	333.2	6.36796
1956	195.6	333.3	5.51316
1957	195.7	333.4	7.77326
1958	195.8	333.5	5.34833
1959	195.9	333.6	5.66103
1960	196	333.7	6.84895
1961	196.1	333.8	6.60995
1962	196.2	333.9	5.75864
1963	196.3	334	7.80486
1964	196.4	334.1	6.62357
1965	196.5	334.2	6.803
1966	196.6	334.3	6.07942
1967	196.7	334.4	7.76831
1968	196.8	334.5	5.53672
1969	196.9	334.6	6.34461
1970	197	334.7	5.78997
1971	197.1	334.8	6.6063
1972	197.2	334.9	4.88622
1973	197.3	335	6.28929
1974	197.4	335.1	5.53995
1975	197.5	335.2	6.81248
1976	197.6	335.3	5.18429
1977	197.7	335.4	6.33571
1978	197.8	335.5	4.75599
1979	197.9	335.6	7.24566
1980	198	335.7	6.01793
1981	198.1	335.8	6.77182
1982	198.2	335.9	6.27617
1983	198.3	336	7.1923
1984	198.4	336.1	7.23534
1985	198.5	336.2	8.48206
1986	198.6	336.3	7.28972
1987	198.7	336.4	8.58082
1988	198.8	336.5	6.79061
1989	198.9	336.6	8.14267
1990	199	336.7	6.74878
1991	199.1	336.8	7.4625
1992	199.2	336.9	6.31909
1993	199.3	337	7.98057
1994	199.4	337.1	8.18155
1995	199.5	337.2	8.62597
1996	199.6	337.3	6.29162
1997	199.7	337.4	7.7767
1998	199.8	337.5	6.63111
1999	199.9	337.6	7.37696
2000	200	337.7	6.44529
2001	200.1	337.8	8.2156
2002	200.2	337.9	6.36173
2003	200.3	338	7.82222
2004	200.4	338.1	5.83199
2005	200.5	338.2	6.83239
2006	200.6	338.3	6.33407
2007	200.7	338.4	8.00276
2008	200.8	338.5	6.42692
2009	200.9	338.6	6.59801
2010	201	338.7	8.32716
2011	201.1	338.8	6.7962
2012	201.2	338.9	7.49911
2013	201.3	339	7.43198
2014	201.4	339.1	6.70903
2015	201.5	339.2	7.70603
2016	201.6	339.3	6.52525
2017	201.7	339.4	7.37442
2018	201.8	339.5	6.05105
2019	201.9	339.6	7.169
2020	202	339.7	5.69174
2021	202.1	339.8	5.07409
2022	202.2	339.9	7.77922
2023	202.3	340	7.73331
2024	202.4	340.1	6.43207
2025	202.5	340.2	7.07275
2026	202.6	340.3	6.00051
2027	202.7	340.4	6.82344
2028	202.8	340.5	5.95764
2029	202.9	340.6	6.24837
2030	203	340.7	6.48729
2031	203.1	340.8	6.84454
2032	203.2	340.9	4.98985
2033	203.3	341	6.39409
2034	203.4	341.1	5.78952
2035	203.5	341.2	6.53131
2036	203.6	341.3	5.82944
2037	203.7	341.4	6.59379
2038	203.8	341.5	5.24412
2039	203.9	341.6	6.87363
2040	204	341.7	5.55107
2041	204.1	341.8	5.37749
2042	204.2	341.9	6.61122
2043	204.3	342	6.79628
2044	204.4	342.1	5.81403
2045	204.5	342.2	6.66127
2046	204.6	342.3	5.35603
2047	204.7	342.4	6.62723
2048	204.8	342.5	5.46601
2049	204.9	342.6	5.88381
2050	205	342.7	5.58665
2051	205.1	342.8	6.90656
2052	205.2	342.9	5.21484
2053	205.3	343	5.26751
2054	205.4	343.1	6.36756
2055	205.5	343.2	6.96838
2056	205.6	343.3	5.93307
2057	205.7	343.4	6.94432
2058	205.8	343.5	5.84238
2059	205.9	343.6	6.27292
2060	206	343.7	6.54064
2061	206.1	343.8	6.01717
2062	206.2	343.9	6.00191
2063	206.3	344	6.65933
2064	206.4	344.1	5.63611
2065	206.5	344.2	4.86886
2066	206.6	344.3	5.80082
2067	206.7	344.4	6.6063
2068	206.8	344.5	4.47991
2069	206.9	344.6	6.18426
2070	207	344.7	4.71624
2071	207.1	344.8	6.1313
2072	207.2	344.9	4.85172
2073	207.3	345	6.0851
2074	207.4	345.1	5.214
2075	207.5	345.2	6.63103
2076	207.6	345.3	5.69841
2077	207.7	345.4	6.81189
2078	207.8	345.5	5.49576
2079	207.9	345.6	6.1586
2080	208	345.7	5.3942
2081	208.1	345.8	6.40776
2082	208.2	345.9	4.72773
2083	208.3	346	5.54238
2084	208.4	346.1	6.12317
2085	208.5	346.2	5.00597
2086	208.6	346.3	6.84511
2087	208.7	346.4	5.62309
2088	208.8	346.5	6.3876
2089	208.9	346.6	4.85941
2090	209	346.7	6.01593
2091	209.1	346.8	5.89481
2092	209.2	346.9	6.7809
2093	209.3	347	6.99233
2094	209.4	347.1	6.05767
2095	209.5	347.2	7.30074
2096	209.6	347.3	6.37065
2097	209.7	347.4	6.53284
2098	209.8	347.5	5.73718
2099	209.9	347.6	7.16375
2100	210	347.7	6.37316
2101	210.1	347.8	7.19528
2102	210.2	347.9	5.67583
2103	210.3	348	6.08174
2104	210.4	348.1	5.05929
2105	210.5	348.2	6.21504
2106	210.6	348.3	4.98788
2107	210.7	348.4	5.41249
2108	210.8	348.5	4.13121
2109	210.9	348.6	5.63069
2110	211	348.7	5.07776
2111	211.1	348.8	6.33605
2112	211.2	348.9	4.82008
2113	211.3	349	6.00929
2114	211.4	349.1	4.7697
2115	211.5	349.2	6.178
2116	211.6	349.3	4.73535
2117	211.7	349.4	5.65007
2118	211.8	349.5	4.67571
2119	211.9	349.6	5.731
2120	212	349.7	4.39746
2121	212.1	349.8	5.31661
2122	212.2	349.9	4.21677
2123	212.3	350	4.73172
2124	212.4	350.1	4.97936
2125	212.5	350.2	6.20526
2126	212.6	350.3	5.46687
2127	212.7	350.4	5.00254
2128	212.8	350.5	5.65467
2129	212.9	350.6	4.86585
2130	213	350.7	5.71761
2131	213.1	350.8	5.04069
2132	213.2	350.9	5.82871
2133	213.3	351	4.38505
2134	213.4	351.1	5.21332
2135	213.5	351.2	5.10056
2136	213.6	351.3	4.90514
2137	213.7	351.4	5.59585
2138	213.8	351.5	5.65876
2139	213.9	351.6	5.70117
2140	214	351.7	6.22817
2141	214.1	351.8	5.07471
2142	214.2	351.9	5.49082
2143	214.3	352	5.29194
2144	214.4	352.1	6.02716
2145	214.5	352.2	5.56019
2146	214.6	352.3	6.07101
2147	214.7	352.4	5.68184
2148	214.8	352.5	6.42743
2149	214.9	352.6	5.38538
2150	215	352.7	6.93504
2151	215.1	352.8	6.25514
2152	215.2	352.9	6.714
2153	215.3	353	6.03344
2154	215.4	353.1	6.27853
2155	215.5	353.2	5.44652
2156	215.6	353.3	5.44383
2157	215.7	353.4	4.82822
2158	215.8	353.5	4.85977
2159	215.9	353.6	6.09899
2160	216	353.7	5.8196
2161	216.1	353.8	4.34225
2162	216.2	353.9	5.61165
2163	216.3	354	4.84174
2164	216.4	354.1	4.10064
2165	216.5	354.2	5.7078
2166	216.6	354.3	5.62774
2167	216.7	354.4	4.48832
2168	216.8	354.5	4.72021
2169	216.9	354.6	4.36601
2170	217	354.7	5.49758
2171	217.1	354.8	4.9687
2172	217.2	354.9	5.48495
2173	217.3	355	5.82347
2174	217.4	355.1	7.34762
2175	217.5	355.2	6.61964
2176	217.6	355.3	8.90566
2177	217.7	355.4	7.57222
2178	217.8	355.5	7.1587
2179	217.9	355.6	10.5621
2180	218	355.7	10.5567
2181	218.1	355.8	7.27096
2182	218.2	355.9	7.34686
2183	218.3	356	10.6047
2184	218.4	356.1	9.68135
2185	218.5	356.2	6.10119
2186	218.6	356.3	7.87274
2187	218.7	356.4	6.8652
2188	218.8	356.5	5.28094
2189	218.9	356.6	6.81851
2190	219	356.7	6.41197
2191	219.1	356.8	8.74683
2192	219.2	356.9	5.74562
2193	219.3	357	5.91086
2194	219.4	357.1	7.70661
2195	219.5	357.2	6.90791
2196	219.6	357.3	4.64037
2197	219.7	357.4	6.14953
2198	219.8	357.5	4.67262
2199	219.9	357.6	5.64073
2200	220	357.7	4.41805
2201	220.1	357.8	6.34758
2202	220.2	357.9	4.76965
2203	220.3	358	7.32043
2204	220.4	358.1	5.51414
2205	220.5	358.2	5.61692
2206	220.6	358.3	7.23068
2207	220.7	358.4	7.44254
2208	220.8	358.5	5.13243
2209	220.9	358.6	7.49589
2210	221	358.7	6.45391
2211	221.1	358.8	6.20952
2212	221.2	358.9	7.16016
2213	221.3	359	5.65435
2214	221.4	359.1	7.36091
2215	221.5	359.2	6.48132
2216	221.6	359.3	7.61316
2217	221.7	359.4	7.35027
2218	221.8	359.5	5.84831
2219	221.9	359.6	7.47358
2220	222	359.7	5.60383
2221	222.1	359.8	6.13492
2222	222.2	359.9	6.88739
2223	222.3	360	7.0648
2224	222.4	360.1	4.69264
2225	222.5	360.2	6.49134
2226	222.6	360.3	5.41067
2227	222.7	360.4	5.84527
2228	222.8	360.5	4.51252
2229	222.9	360.6	5.52223
2230	223	360.7	5.07098
2231	223.1	360.8	5.27881
2232	223.2	360.9	4.75894
2233	223.3	361	4.62274
2234	223.4	361.1	5.36587
2235	223.5	361.2	5.12512
2236	223.6	361.3	3.95165
2237	223.7	361.4	4.78014
2238	223.8	361.5	5.30547
2239	223.9	361.6	5.50077
2240	224	361.7	5.22513
2241	224.1	361.8	5.84188
2242	224.2	361.9	5.46334
2243	224.3	362	6.65598
2244	224.4	362.1	5.27833
2245	224.5	362.2	5.41801
2246	224.6	362.3	6.44549
2247	224.7	362.4	5.40101
2248	224.8	362.5	6.93639
2249	224.9	362.6	6.79277
2250	225	362.7	5.77445
2251	225.1	362.8	5.69123
2252	225.2	362.9	6.60268
2253	225.3	363	5.72433
2254	225.4	363.1	4.5981
2255	225.5	363.2	5.12625
2256	225.6	363.3	5.58732
2257	225.7	363.4	4.5123
2258	225.8	363.5	5.53922
2259	225.9	363.6	5.5567
2260	226	363.7	4.66176
2261	226.1	363.8	5.14319
2262	226.2	363.9	4.48665
2263	226.3	364	5.7698
2264	226.4	364.1	4.96169
2265	226.5	364.2	5.53607
2266	226.6	364.3	4.91523
2267	226.7	364.4	6.32629
2268	226.8	364.5	5.30217
2269	226.9	364.6	6.24229
2270	227	364.7	5.51555
2271	227.1	364.8	6.17583
2272	227.2	364.9	5.37474
2273	227.3	365	7.02303
2274	227.4	365.1	6.28833
2275	227.5	365.2	6.89247
2276	227.6	365.3	5.13867
2277	227.7	365.4	5.99557
2278	227.8	365.5	5.65669
2279	227.9	365.6	6.32378
2280	228	365.7	4.88972
2281	228.1	365.8	6.52256
2282	228.2	365.9	6.01269
2283	228.3	366	6.58406
2284	228.4	366.1	5.56292
2285	228.5	366.2	5.22262
2286	228.6	366.3	4.23189
2287	228.7	366.4	5.15726
2288	228.8	366.5	4.56027
2289	228.9	366.6	5.86809
2290	229	366.7	4.59512
2291	229.1	366.8	5.28467
2292	229.2	366.9	4.27421
2293	229.3	367	4.77128
2294	229.4	367.1	4.03334
2295	229.5	367.2	5.42093
2296	229.6	367.3	4.07938
2297	229.7	367.4	5.8791
2298	229.8	367.5	4.86651
2299	229.9	367.6	5.29468
2300	230	367.7	4.32317
2301	230.1	367.8	4.99385
2302	230.2	367.9	3.96404
2303	230.3	368	5.00236
2304	230.4	368.1	4.13848
2305	230.5	368.2	5.71873
2306	230.6	368.3	4.50722
2307	230.7	368.4	5.44012
2308	230.8	368.5	4.70092
2309	230.9	368.6	5.73228
2310	231	368.7	5.31426
2311	231.1	368.8	7.64933
2312	231.2	368.9	5.34749
2313	231.3	369	7.70162
2314	231.4	369.1	6.09966
2315	231.5	369.2	8.04466
2316	231.6	369.3	6.44424
2317	231.7	369.4	6.95851
2318	231.8	369.5	5.7849
2319	231.9	369.6	8.16797
2320	232	369.7	7.1342
2321	232.1	369.8	7.80257
2322	232.2	369.9	5.29077
2323	232.3	370	7.74432
2324	232.4	370.1	7.61608
2325	232.5	370.2	7.50288
2326	232.6	370.3	4.72281
2327	232.7	370.4	7.43577
2328	232.8	370.5	5.86261
2329	232.9	370.6	6.45035
2330	233	370.7	5.85802
2331	233.1	370.8	7.11672
2332	233.2	370.9	5.38664
2333	233.3	371	5.96029
2334	233.4	371.1	5.09661
2335	233.5	371.2	6.45591
2336	233.6	371.3	5.6028
2337	233.7	371.4	6.78423
2338	233.8	371.5	5.77968
2339	233.9	371.6	7.58178
2340	234	371.7	5.59094
2341	234.1	371.8	6.43341
2342	234.2	371.9	6.03551
2343	234.3	372	7.456
2344	234.4	372.1	5.37197
2345	234.5	372.2	6.21946
2346	234.6	372.3	5.29723
2347	234.7	372.4	6.2024
2348	234.8	372.5	5.15983
2349	234.9	372.6	5.08168
2350	235	372.7	6.73421
2351	235.1	372.8	6.17201
2352	235.2	372.9	4.86128
2353	235.3	373	5.9983
2354	235.4	373.1	6.43161
2355	235.5	373.2	6.12789
2356	235.6	373.3	5.49887
2357	235.7	373.4	5.57096
2358	235.8	373.5	4.21526
2359	235.9	373.6	5.66439
2360	236	373.7	5.94637
2361	236.1	373.8	5.11282
2362	236.2	373.9	4.39627
2363	236.3	374	4.86442
2364	236.4	374.1	4.76802
2365	236.5	374.2	4.82961
2366	236.6	374.3	4.11922
2367	236.7	374.4	4.51586
2368	236.8	374.5	5.00415
2369	236.9	374.6	4.1657
2370	237	374.7	5.94739
2371	237.1	374.8	5.91277
2372	237.2	374.9	4.05153
2373	237.3	375	5.53121
2374	237.4	375.1	4.73372
2375	237.5	375.2	6.27757
2376	237.6	375.3	4.68176
2377	237.7	375.4	5.82101
2378	237.8	375.5	4.43261
2379	237.9	375.6	6.13188
2380	238	375.7	4.90251
2381	238.1	375.8	5.66586
2382	238.2	375.9	4.84843
2383	238.3	376	5.17056
2384	238.4	376.1	5.58011
2385	238.5	376.2	5.28983
2386	238.6	376.3	4.02972
2387	238.7	376.4	4.72782
2388	238.8	376.5	3.6806
2389	238.9	376.6	4.81318
2390	239	376.7	3.85976
2391	239.1	376.8	4.93934
2392	239.2	376.9	3.66071
2393	239.3	377	3.49871
2394	239.4	377.1	4.57989
2395	239.5	377.2	4.25885
2396	239.6	377.3	4.41915
2397	239.7	377.4	4.48091
2398	239.8	377.5	3.86881
2399	239.9	377.6	4.8678
2400	240	377.7	3.93123
