Time	X	Y
23.5	4.41964	32.8378
23.6	4.5	32.7568
23.7	4.41964	32.8378
23.8	4.5	32.8378
23.9	4.5	32.8378
24	4.5	32.8378
24.1	4.41964	32.7568
24.2	4.41964	32.7568
24.3	4.5	32.6757
24.4	4.58036	32.6757
24.5	4.82143	32.6757
24.6	4.82143	32.7568
24.7	4.82143	32.7568
24.8	4.74107	32.9189
24.9	4.66071	33
25	4.66071	33.0811
25.1	4.58036	33.1622
25.2	4.58036	33.1622
25.3	4.66071	33.0811
25.4	4.82143	32.9189
25.5	4.74107	32.9189
25.6	4.74107	32.7568
25.7	4.74107	32.7568
25.8	4.09821	32.2703
25.9	3.85714	32.027
26	3.53571	31.3784
26.1	3.375	31.2162
26.2	3.375	31.2162
26.3	2.41071	30.6486
26.4	2.33036	30.6486
26.5	2.49107	30.5676
26.6	2.41071	30.5676
26.7	2.41071	30.5676
26.8	2.25	30.3243
26.9	2.25	30.3243
27	2.33036	30.4054
27.1	2.33036	30.4054
27.2	2.08929	30
27.3	1.92857	29.5946
27.4	2.33036	29.2703
27.5	2.73214	28.9459
27.6	2.73214	28.9459
27.7	2.89286	28.3784
27.8	2.73214	28.4595
27.9	2.8125	28.2973
28	2.8125	28.2162
28.1	2.97321	27.8919
28.2	2.97321	27.8919
28.3	3.29464	27.4865
28.4	4.01786	27.0811
28.5	4.5	26.8378
28.6	6.99107	26.5135
28.7	6.99107	26.5135
28.8	8.03571	26.4324
28.9	10.125	26.027
29	11.6518	26.027
29.1	12.7768	26.027
29.2	13.4196	25.8649
29.3	15.2679	25.8649
29.4	15.2679	25.8649
29.5	17.6786	26.1081
29.6	19.6071	26.1892
29.7	19.9286	26.1892
29.8	20.3304	26.5135
29.9	20.3304	26.5135
30	20.5714	26.6757
30.1	21.2946	27.0811
30.2	23.1429	27.4054
30.3	24.9107	27.7297
30.4	25.5536	28.0541
30.5	27.0804	28.9459
30.6	28.7679	29.4324
30.7	28.7679	29.4324
30.8	30.2143	29.5135
30.9	30.8571	29.5135
31	31.8214	29.9189
31.1	31.9018	29.8378
31.2	31.9018	29.8378
31.3	31.8214	29.9189
31.4	31.8214	29.9189
31.5	31.8214	30
31.6	31.8214	30
31.7	31.9821	30.2432
31.8	32.2232	30.3243
31.9	32.2232	30.3243
32	32.7054	30.8919
32.1	32.7054	30.8919
32.2	32.625	30.973
32.3	32.625	31.0541
32.4	32.7857	31.3784
32.5	33.0268	31.7027
32.6	33.4286	32.027
32.7	33.4286	32.027
32.8	33.5089	32.1081
32.9	33.3482	32.1081
33	33.3482	32.1892
33.1	33.3482	32.1081
33.2	33.3482	32.1081
33.3	33.1875	32.1892
33.4	33.1875	32.1892
33.5	33.0268	32.1081
33.6	33.0268	31.9459
33.7	32.9464	31.4595
33.8	32.8661	31.1351
33.9	32.8661	31.0541
34	32.8661	31.0541
34.1	33.0268	31.0541
34.2	33.2679	31.0541
34.3	33.3482	30.973
34.4	33.5089	30.8108
34.5	33.1875	30.8919
34.6	32.9464	30.6486
34.7	32.9464	30.6486
34.8	32.8661	30.3243
34.9	32.3839	29.1081
35	32.4643	28.5405
35.1	32.7054	27.2432
35.2	32.9464	26.4324
35.3	32.9464	26.4324
35.4	33.4286	23.5135
35.5	33.3482	22.7027
35.6	33.5893	21.8108
35.7	33.9911	21.6486
35.8	34.1518	21.4054
35.9	34.1518	21.4054
36	34.2321	21.0811
36.1	34.2321	18.8108
36.2	34.2321	17.9189
36.3	34.5536	16.1351
36.4	34.5536	16.1351
36.5	34.7143	15
36.6	34.4732	14.1081
36.7	34.3929	14.1081
36.8	34.3929	14.1892
36.9	34.3929	14.1892
37	34.3929	14.027
37.1	34.3929	14.1892
37.2	34.3929	14.1081
37.3	34.3929	14.027
37.4	34.3929	14.027
37.5	34.3929	13.3784
37.6	34.4732	13.0541
37.7	34.6339	12.5676
37.8	34.7143	12.1622
37.9	34.7143	12.1622
38	34.3929	11.3514
38.1	34.3929	11.3514
38.2	34.2321	11.2703
38.3	34.2321	11.4324
38.4	34.3125	11.7568
38.5	34.2321	11.9189
38.6	34.2321	11.9189
38.7	34.2321	12
38.8	34.2321	12.1622
38.9	34.1518	12.1622
39	34.1518	12.3243
39.1	34.1518	12.3243
39.2	34.2321	12.4054
39.3	33.8304	12.5676
39.4	33.8304	12.5676
39.5	33.6696	12.8108
39.6	33.6696	12.8108
39.7	33.6696	13.1351
39.8	33.5893	13.2973
39.9	33.5089	13.7838
40	33.5089	13.9459
40.1	33.5089	14.1081
40.2	33.4286	14.1081
40.3	33.3482	13.7027
40.4	33.3482	13.7027
40.5	33.4286	13.5405
40.6	33.4286	13.7838
40.7	33.5089	13.8649
40.8	33.6696	14.027
40.9	33.75	14.1081
41	33.8304	14.1081
41.1	33.8304	14.027
41.2	33.8304	14.027
41.3	33.9107	13.8649
41.4	33.9107	13.8649
41.5	33.9107	13.6216
41.6	33.8304	13.6216
41.7	33.8304	13.6216
41.8	33.6696	13.3784
41.9	33.6696	13.3784
42	33.6696	13.0541
42.1	33.5089	13.0541
42.2	33.0268	13.5405
42.3	32.5446	13.3784
42.4	32.625	13.3784
42.5	32.1429	12.8108
42.6	32.1429	12.8108
42.7	32.1429	12.7297
42.8	32.0625	12.5676
42.9	32.0625	12.6486
43	32.1429	12.6486
43.1	32.1429	12.6486
43.2	32.0625	12.6486
43.3	32.0625	12.6486
43.4	32.0625	12.6486
43.5	32.0625	12.6486
43.6	32.0625	12.6486
43.7	32.0625	12.7297
43.8	32.1429	12.8108
43.9	32.7857	13.8649
44	32.7857	14.4324
44.1	32.7857	14.3514
44.2	32.4643	15.2432
44.3	31.4196	16.2162
44.4	29.8125	17.3514
44.5	28.9286	18.0811
44.6	28.9286	18.0811
44.7	25.7143	20.5135
44.8	24.6696	21.1622
44.9	22.2589	23.2703
45	21.2946	23.9189
45.1	19.7679	25.2162
45.2	19.0446	26.027
45.3	19.0446	26.027
45.4	16.3929	28.2162
45.5	15.6696	29.027
45.6	14.1429	30.8919
45.7	12.9375	32.027
45.8	12.9375	32.027
45.9	12.5357	32.5135
46	12.4554	32.5946
46.1	12.375	32.5135
46.2	12.4554	32.3514
46.3	12.7768	32.1892
46.4	12.9375	32.1081
46.5	13.2589	32.1892
46.6	13.2589	32.1892
46.7	13.2589	32.2703
46.8	13.5804	32.1892
46.9	13.6607	32.1892
47	13.9018	32.2703
47.1	13.9018	32.2703
47.2	14.0625	32.4324
47.3	14.1429	32.5135
47.4	14.3839	32.6757
47.5	14.8661	33
47.6	14.8661	33
47.7	15.9107	33.3243
47.8	17.0357	33.4054
47.9	17.3571	33.4054
48	17.5982	33.4865
48.1	17.8393	33.5676
48.2	17.8393	33.5676
48.3	18.2411	33.5676
48.4	18.5625	33.4865
48.5	18.5625	33.2432
48.6	18.4018	33.0811
48.7	18.3214	32.8378
48.8	18.1607	32.7568
48.9	18.1607	32.7568
49	18	32.6757
49.1	18	32.6757
49.2	18.0804	32.8378
49.3	18.0804	32.8378
49.4	18	32.8378
49.5	18	32.8378
49.6	18.0804	32.6757
49.7	18.0804	32.5946
49.8	18.0804	32.5946
49.9	18.0804	32.6757
50	17.9196	32.7568
50.1	16.9554	33
50.2	15.5893	33.4054
50.3	13.9821	33.8108
50.4	13.9821	33.8108
50.5	12.0536	34.1351
50.6	10.4464	34.2162
50.7	9.72321	34.2162
50.8	8.83929	34.2162
50.9	7.79464	34.1351
51	6.66964	34.1351
51.1	6.66964	34.1351
51.2	6.1875	34.1351
51.3	5.46429	34.1351
51.4	5.70536	34.2162
51.5	5.78571	34.1351
51.6	5.78571	34.1351
51.7	5.78571	34.2162
51.8	5.54464	34.2973
51.9	5.30357	34.2973
52	5.625	34.2162
52.1	5.625	34.1351
52.2	5.625	34.1351
52.3	5.54464	34.1351
52.4	5.46429	34.1351
52.5	5.14286	34.1351
52.6	4.58036	34.1351
52.7	4.5	34.1351
52.8	4.82143	34.1351
52.9	4.82143	34.1351
53	5.22321	34.2162
53.1	4.58036	34.1351
53.2	4.09821	33.7297
53.3	3.69643	33.4054
53.4	3.69643	33.4054
53.5	2.89286	32.7568
53.6	2.73214	32.6757
53.7	2.65179	32.6757
53.8	2.73214	32.7568
53.9	2.73214	32.6757
54	2.73214	32.6757
54.1	2.73214	32.6757
54.2	2.73214	32.6757
54.3	2.73214	32.7568
54.4	2.8125	32.7568
54.5	2.8125	32.9189
54.6	2.8125	32.9189
54.7	2.89286	33.0811
54.8	2.89286	33.0811
54.9	2.89286	33.0811
55	2.89286	33.0811
55.1	2.65179	32.8378
55.2	2.65179	32.8378
55.3	2.57143	32.7568
55.4	2.41071	32.4324
55.5	2.49107	32.2703
55.6	2.65179	32.1892
55.7	2.65179	32.1892
55.8	2.65179	31.7027
55.9	2.65179	30.5676
56	2.65179	30.5676
56.1	2.41071	30.0811
56.2	2.33036	30
56.3	2.16964	29.7568
56.4	2.08929	29.8378
56.5	2.08929	29.7568
56.6	2.00893	29.8378
56.7	1.92857	29.9189
56.8	2.00893	30
56.9	2.00893	30
57	1.92857	30
57.1	1.92857	29.8378
57.2	1.92857	29.8378
57.3	2.65179	29.5135
57.4	2.65179	29.5135
57.5	3.13393	28.8649
57.6	3.21429	28.2162
57.7	3.21429	28.2162
57.8	3.77679	25.0541
57.9	3.85714	23.3514
58	3.85714	23.3514
58.1	4.09821	21.5676
58.2	3.77679	19.2973
58.3	3.53571	18.2432
58.4	3.29464	16.5405
58.5	2.65179	14.9189
58.6	2.65179	14.9189
58.7	2.00893	13.2162
58.8	1.84821	12.1622
58.9	1.76786	10.3784
59	1.52679	8.83784
59.1	1.44643	7.37838
59.2	1.44643	7.37838
59.3	1.60714	6.64865
59.4	1.60714	5.27027
59.5	1.44643	4.45946
59.6	1.52679	4.37838
59.7	1.52679	4.45946
59.8	1.52679	4.62162
59.9	1.60714	4.78378
60	1.6875	4.78378
60.1	1.6875	4.78378
60.2	1.6875	4.78378
60.3	1.60714	4.78378
60.4	1.60714	4.86486
60.5	1.6875	4.7027
60.6	1.76786	4.45946
60.7	1.76786	4.45946
60.8	1.6875	4.54054
60.9	1.6875	4.54054
61	1.6875	4.54054
61.1	1.60714	4.54054
61.2	1.60714	4.54054
61.3	1.36607	4.21622
61.4	1.36607	4.21622
61.5	1.52679	3.48649
61.6	1.52679	3.48649
61.7	1.76786	3
61.8	1.76786	2.83784
61.9	1.6875	2.91892
62	1.60714	3.08108
62.1	1.60714	3
62.2	1.36607	3.32432
62.3	1.36607	3.32432
62.4	1.92857	3.32432
62.5	2.8125	3.56757
62.6	3.9375	3.16216
62.7	4.74107	3
62.8	6.50893	2.75676
62.9	6.50893	2.75676
63	8.35714	2.51351
63.1	10.2857	2.67568
63.2	11.25	2.75676
63.3	13.1786	2.67568
63.4	15.1071	2.67568
63.5	15.1071	2.67568
63.6	17.3571	2.51351
63.7	17.3571	2.51351
63.8	18.9643	2.10811
63.9	20.1696	2.02703
64	20.4911	1.86486
64.1	20.4107	1.78378
64.2	20.25	1.7027
64.3	20.0089	1.86486
64.4	20.0089	1.86486
64.5	19.8482	1.86486
64.6	19.6875	1.86486
64.7	19.6071	1.86486
64.8	19.6071	1.86486
64.9	19.6875	1.78378
65	20.4911	1.54054
65.1	20.8125	1.62162
65.2	20.8125	1.62162
65.3	21.2143	2.18919
65.4	22.0982	2.51351
65.5	23.0625	3.08108
65.6	23.4643	3.40541
65.7	23.4643	3.40541
65.8	25.3125	4.13514
65.9	25.3125	4.13514
66	25.7143	4.54054
66.1	25.7143	4.54054
66.2	26.2768	4.7027
66.3	26.5982	4.94595
66.4	26.5982	4.94595
66.5	27.2411	4.86486
66.6	27.8839	4.86486
66.7	27.8839	4.86486
66.8	28.4464	5.43243
66.9	28.8482	5.51351
67	29.1696	5.43243
67.1	29.9732	5.10811
67.2	30.8571	5.02703
67.3	31.4196	5.27027
67.4	31.4196	5.27027
67.5	31.5	5.27027
67.6	32.1429	5.67568
67.7	32.2232	5.83784
67.8	32.625	5.91892
67.9	32.625	5.91892
68	32.8661	5.75676
68.1	32.8661	5.35135
68.2	32.8661	5.35135
68.3	32.8661	5.02703
68.4	32.8661	4.86486
68.5	32.7857	4.78378
68.6	32.7054	4.86486
68.7	32.7054	4.86486
68.8	32.4643	5.18919
68.9	32.4643	5.18919
69	32.625	5.18919
69.1	32.5446	5.02703
69.2	32.5446	5.02703
69.3	32.5446	4.7027
69.4	32.5446	4.62162
69.5	31.9018	4.94595
69.6	31.7411	5.02703
69.7	31.7411	5.02703
69.8	32.0625	4.05405
69.9	32.0625	4.05405
70	32.625	3.24324
70.1	32.8661	3.08108
70.2	33.1875	2.75676
70.3	33.4286	2.51351
70.4	33.4286	2.51351
70.5	33.3482	2.18919
70.6	33.3482	2.18919
70.7	33.2679	2.18919
70.8	33.2679	2.18919
70.9	33.1875	2.27027
71	33.1071	2.35135
71.1	33.1071	2.35135
71.2	33.1071	2.43243
71.3	33.0268	2.43243
71.4	32.9464	2.43243
71.5	32.8661	2.35135
71.6	32.7054	2.51351
71.7	32.7054	2.51351
71.8	32.7857	2.43243
71.9	32.7857	2.43243
72	33.1071	2.18919
72.1	33.1071	2.59459
72.2	33.1071	2.83784
72.3	32.9464	3.48649
72.4	32.8661	4.7027
72.5	32.8661	6.16216
72.6	33.1071	7.05405
72.7	33.1071	7.05405
72.8	33.4286	9.56757
72.9	33.2679	12.4054
73	33.5893	15.0811
73.1	33.6696	16.4595
73.2	33.8304	18.6486
73.3	33.9911	19.3784
73.4	33.9911	19.3784
73.5	34.0714	22.7027
73.6	34.0714	22.7027
73.7	34.1518	24.5676
