7
-128.9	16.4	   
-118.5	19.64653	   
-108.3	24.17221	   
-98.6	29.8	   
-88.5215	38.48	   
-78.7	45.5	   
-68.8	47.51964	 

5
-68	27.7	   
-58.4	19.64653	   
-48.2	15.1	   
-38.3	10.1	   
-29	6.6	 
